protein	number_letter	length	group	letter
None_protein698331	95	136	Hs_igen	L
ENSP00000333018	0	151	Hs_ps1-2	E
ENSP00000333018	121	151	Hs_ps1-2	H
ENSP00000333018	30	151	Hs_ps1-2	L
Hs_rnd_gnm1_795546	24	42	Hs_rand	E
Hs_rnd_gnm1_795546	0	42	Hs_rand	H
Hs_rnd_gnm1_795546	18	42	Hs_rand	L
ENSP00000357796	0	904	Hs_ps13-17	E
ENSP00000357796	55	904	Hs_ps13-17	H
ENSP00000357796	849	904	Hs_ps13-17	L
ENSP00000359557	0	146	Hs_ps1-2	E
ENSP00000359557	96	146	Hs_ps1-2	H
ENSP00000359557	50	146	Hs_ps1-2	L
ENSP00000357791	5	2850	Hs_ps13-17	E
ENSP00000357791	63	2850	Hs_ps13-17	H
ENSP00000357791	2782	2850	Hs_ps13-17	L
ENSP00000301873	21	1303	Hs_ps1-2	E
ENSP00000301873	14	1303	Hs_ps1-2	H
ENSP00000301873	1268	1303	Hs_ps1-2	L
Hs_rnd_gnm6_101665	25	45	Hs_rand	E
Hs_rnd_gnm6_101665	6	45	Hs_rand	H
Hs_rnd_gnm6_101665	14	45	Hs_rand	L
ENSP00000384370	23	342	Hs_ps1-2	E
ENSP00000384370	216	342	Hs_ps1-2	H
ENSP00000384370	103	342	Hs_ps1-2	L
ENSP00000319977	50	394	Hs_ps1-2	E
ENSP00000319977	120	394	Hs_ps1-2	H
ENSP00000319977	224	394	Hs_ps1-2	L
ENSP00000379580	126	416	Hs_ps13-17	E
ENSP00000379580	19	416	Hs_ps13-17	H
ENSP00000379580	271	416	Hs_ps13-17	L
None_protein1196299	69	142	Hs_igen	E
None_protein1196299	3	142	Hs_igen	H
None_protein1196299	70	142	Hs_igen	L
None_protein1136269	6	56	Hs_igen	E
None_protein1136269	18	56	Hs_igen	H
None_protein1136269	32	56	Hs_igen	L
None_protein508891	23	125	Hs_igen	E
None_protein508891	42	125	Hs_igen	H
None_protein508891	60	125	Hs_igen	L
Hs_rnd_gnm7_218148	24	43	Hs_rand	E
Hs_rnd_gnm7_218148	0	43	Hs_rand	H
Hs_rnd_gnm7_218148	19	43	Hs_rand	L
ENSP00000332359	0	227	Hs_ps20-21	E
ENSP00000332359	0	227	Hs_ps20-21	H
ENSP00000332359	227	227	Hs_ps20-21	L
ENSP00000366032	24	195	Hs_ps1-2	E
ENSP00000366032	117	195	Hs_ps1-2	H
ENSP00000366032	54	195	Hs_ps1-2	L
ENSP00000332602	20	180	Hs_ps13-17	E
ENSP00000332602	17	180	Hs_ps13-17	H
ENSP00000332602	143	180	Hs_ps13-17	L
Hs_rnd_gnm1_1178353	15	73	Hs_rand	E
Hs_rnd_gnm1_1178353	24	73	Hs_rand	H
Hs_rnd_gnm1_1178353	34	73	Hs_rand	L
Hs_rnd_gnm2_48260	16	45	Hs_rand	E
Hs_rnd_gnm2_48260	14	45	Hs_rand	H
Hs_rnd_gnm2_48260	15	45	Hs_rand	L
None_protein1065739	10	44	Hs_igen	E
None_protein1065739	18	44	Hs_igen	H
None_protein1065739	16	44	Hs_igen	L
ENSP00000333724	61	312	Hs_ps1-2	E
ENSP00000333724	164	312	Hs_ps1-2	H
ENSP00000333724	87	312	Hs_ps1-2	L
Hs_rnd_gnm4_1146021	4	57	Hs_rand	E
Hs_rnd_gnm4_1146021	23	57	Hs_rand	H
Hs_rnd_gnm4_1146021	30	57	Hs_rand	L
Hs_rnd_gnm4_641945	38	73	Hs_rand	E
Hs_rnd_gnm4_641945	9	73	Hs_rand	H
Hs_rnd_gnm4_641945	26	73	Hs_rand	L
Hs_rnd_gnm9_1180723	14	53	Hs_rand	E
Hs_rnd_gnm9_1180723	4	53	Hs_rand	H
Hs_rnd_gnm9_1180723	35	53	Hs_rand	L
Hs_rnd_gnm6_722093	24	67	Hs_rand	E
Hs_rnd_gnm6_722093	15	67	Hs_rand	H
Hs_rnd_gnm6_722093	28	67	Hs_rand	L
ENSP00000411940	0	189	Hs_ps1-2	E
ENSP00000411940	133	189	Hs_ps1-2	H
ENSP00000411940	56	189	Hs_ps1-2	L
Hs_rnd_gnm7_326989	34	52	Hs_rand	E
Hs_rnd_gnm7_326989	0	52	Hs_rand	H
Hs_rnd_gnm7_326989	18	52	Hs_rand	L
None_protein174120	4	70	Hs_igen	E
None_protein174120	29	70	Hs_igen	H
None_protein174120	37	70	Hs_igen	L
ENSP00000263851	20	177	Hs_ps13-17	E
ENSP00000263851	84	177	Hs_ps13-17	H
ENSP00000263851	73	177	Hs_ps13-17	L
ENSP00000362869	85	161	Hs_ps1-2	E
ENSP00000362869	0	161	Hs_ps1-2	H
ENSP00000362869	76	161	Hs_ps1-2	L
ENSP00000404375	45	142	Hs_ps1-2	E
ENSP00000404375	14	142	Hs_ps1-2	H
ENSP00000404375	83	142	Hs_ps1-2	L
ENSP00000304429	20	451	Hs_ps1-2	E
ENSP00000304429	230	451	Hs_ps1-2	H
ENSP00000304429	201	451	Hs_ps1-2	L
ENSP00000293414	0	453	Hs_ps1-2	E
ENSP00000293414	230	453	Hs_ps1-2	H
ENSP00000293414	223	453	Hs_ps1-2	L
ENSP00000258080	121	458	Hs_ps1-2	E
ENSP00000258080	54	458	Hs_ps1-2	H
ENSP00000258080	283	458	Hs_ps1-2	L
Hs_rnd_gnm6_367459	15	45	Hs_rand	E
Hs_rnd_gnm6_367459	20	45	Hs_rand	H
Hs_rnd_gnm6_367459	10	45	Hs_rand	L
None_protein933546	4	54	Hs_igen	E
None_protein933546	20	54	Hs_igen	H
None_protein933546	30	54	Hs_igen	L
None_protein339208	3	85	Hs_igen	E
None_protein339208	28	85	Hs_igen	H
None_protein339208	54	85	Hs_igen	L
hsa_00333274_1	21	65	Hs_ps31	E
hsa_00333274_1	24	65	Hs_ps31	H
hsa_00333274_1	20	65	Hs_ps31	L
Hs_rnd_gnm2_1082698	12	64	Hs_rand	E
Hs_rnd_gnm2_1082698	4	64	Hs_rand	H
Hs_rnd_gnm2_1082698	48	64	Hs_rand	L
ENSP00000297579	302	597	Hs_ps1-2	E
ENSP00000297579	4	597	Hs_ps1-2	H
ENSP00000297579	291	597	Hs_ps1-2	L
None_protein124555	13	86	Hs_igen	E
None_protein124555	28	86	Hs_igen	H
None_protein124555	45	86	Hs_igen	L
ENSP00000355797	9	353	Hs_ps13-17	E
ENSP00000355797	121	353	Hs_ps13-17	H
ENSP00000355797	223	353	Hs_ps13-17	L
ENSP00000297574	8	180	Hs_ps13-17	E
ENSP00000297574	3	180	Hs_ps13-17	H
ENSP00000297574	169	180	Hs_ps13-17	L
vdp2013_S4_906	2	60	Hs_ps31	E
vdp2013_S4_906	46	60	Hs_ps31	H
vdp2013_S4_906	12	60	Hs_ps31	L
ENSP00000253792	192	1101	Hs_ps1-2	E
ENSP00000253792	409	1101	Hs_ps1-2	H
ENSP00000253792	500	1101	Hs_ps1-2	L
ENSP00000376472	49	705	Hs_ps1-2	E
ENSP00000376472	415	705	Hs_ps1-2	H
ENSP00000376472	241	705	Hs_ps1-2	L
ENSP00000253794	29	176	Hs_ps1-2	E
ENSP00000253794	65	176	Hs_ps1-2	H
ENSP00000253794	82	176	Hs_ps1-2	L
ENSP00000359978	17	121	Hs_ps20-21	E
ENSP00000359978	42	121	Hs_ps20-21	H
ENSP00000359978	62	121	Hs_ps20-21	L
ENSP00000479879	17	924	Hs_ps1-2	E
ENSP00000479879	347	924	Hs_ps1-2	H
ENSP00000479879	560	924	Hs_ps1-2	L
ENSP00000439689	24	1220	Hs_ps1-2	E
ENSP00000439689	103	1220	Hs_ps1-2	H
ENSP00000439689	1093	1220	Hs_ps1-2	L
ENSP00000216367	113	527	Hs_ps1-2	E
ENSP00000216367	133	527	Hs_ps1-2	H
ENSP00000216367	281	527	Hs_ps1-2	L
Hs_rnd_gnm3_340111	17	70	Hs_rand	E
Hs_rnd_gnm3_340111	34	70	Hs_rand	H
Hs_rnd_gnm3_340111	19	70	Hs_rand	L
Raj_Hs_2311	35	110	Hs_ps31	E
Raj_Hs_2311	20	110	Hs_ps31	H
Raj_Hs_2311	55	110	Hs_ps31	L
ENSP00000352219	84	419	Hs_ps1-2	E
ENSP00000352219	179	419	Hs_ps1-2	H
ENSP00000352219	156	419	Hs_ps1-2	L
None_protein1218673	28	72	Hs_igen	E
None_protein1218673	8	72	Hs_igen	H
None_protein1218673	36	72	Hs_igen	L
ENSP00000255226	39	920	Hs_ps1-2	E
ENSP00000255226	548	920	Hs_ps1-2	H
ENSP00000255226	333	920	Hs_ps1-2	L
ENSP00000352216	58	541	Hs_ps1-2	E
ENSP00000352216	339	541	Hs_ps1-2	H
ENSP00000352216	144	541	Hs_ps1-2	L
Hs_rnd_gnm4_640019	0	41	Hs_rand	E
Hs_rnd_gnm4_640019	23	41	Hs_rand	H
Hs_rnd_gnm4_640019	18	41	Hs_rand	L
ENSP00000316240	68	702	Hs_ps1-2	E
ENSP00000316240	209	702	Hs_ps1-2	H
ENSP00000316240	425	702	Hs_ps1-2	L
None_protein1224187	11	94	Hs_igen	E
None_protein1224187	62	94	Hs_igen	H
None_protein1224187	21	94	Hs_igen	L
ENSP00000302441	26	248	Hs_ps1-2	E
ENSP00000302441	134	248	Hs_ps1-2	H
ENSP00000302441	88	248	Hs_ps1-2	L
Hs_JP201901_366	13	82	Hs_ps1-2	E
Hs_JP201901_366	15	82	Hs_ps1-2	H
Hs_JP201901_366	54	82	Hs_ps1-2	L
Hs_JP201901_365	9	88	Hs_ps20-21	E
Hs_JP201901_365	35	88	Hs_ps20-21	H
Hs_JP201901_365	44	88	Hs_ps20-21	L
Hs_JP201901_362	2	43	Hs_ps31	E
Hs_JP201901_362	3	43	Hs_ps31	H
Hs_JP201901_362	38	43	Hs_ps31	L
Hs_rnd_gnm10_1110850	3	42	Hs_rand	E
Hs_rnd_gnm10_1110850	0	42	Hs_rand	H
Hs_rnd_gnm10_1110850	39	42	Hs_rand	L
Hs_JP201901_368	34	88	Hs_ps31	E
Hs_JP201901_368	4	88	Hs_ps31	H
Hs_JP201901_368	50	88	Hs_ps31	L
ENSP00000268206	208	1120	Hs_ps1-2	E
ENSP00000268206	354	1120	Hs_ps1-2	H
ENSP00000268206	558	1120	Hs_ps1-2	L
ENSP00000243286	0	200	Hs_ps20-21	E
ENSP00000243286	0	200	Hs_ps20-21	H
ENSP00000243286	200	200	Hs_ps20-21	L
ENSP00000278742	252	855	Hs_ps1-2	E
ENSP00000278742	58	855	Hs_ps1-2	H
ENSP00000278742	545	855	Hs_ps1-2	L
None_protein266228	0	66	Hs_igen	E
None_protein266228	0	66	Hs_igen	H
None_protein266228	66	66	Hs_igen	L
ENSP00000301310	15	517	Hs_ps1-2	E
ENSP00000301310	141	517	Hs_ps1-2	H
ENSP00000301310	361	517	Hs_ps1-2	L
ENSP00000264071	80	444	Hs_ps1-2	E
ENSP00000264071	172	444	Hs_ps1-2	H
ENSP00000264071	192	444	Hs_ps1-2	L
Hs_rnd_gnm2_292468	5	73	Hs_rand	E
Hs_rnd_gnm2_292468	44	73	Hs_rand	H
Hs_rnd_gnm2_292468	24	73	Hs_rand	L
None_protein952751	0	46	Hs_igen	E
None_protein952751	28	46	Hs_igen	H
None_protein952751	18	46	Hs_igen	L
Hs_rnd_gnm3_1107013	15	47	Hs_rand	E
Hs_rnd_gnm3_1107013	0	47	Hs_rand	H
Hs_rnd_gnm3_1107013	32	47	Hs_rand	L
ENSP00000363804	33	479	Hs_ps1-2	E
ENSP00000363804	43	479	Hs_ps1-2	H
ENSP00000363804	403	479	Hs_ps1-2	L
None_protein706532	7	48	Hs_igen	E
None_protein706532	8	48	Hs_igen	H
None_protein706532	33	48	Hs_igen	L
Hs_rnd_gnm5_1235203	71	305	Hs_rand	E
Hs_rnd_gnm5_1235203	32	305	Hs_rand	H
Hs_rnd_gnm5_1235203	202	305	Hs_rand	L
ENSP00000250111	70	290	Hs_ps1-2	E
ENSP00000250111	58	290	Hs_ps1-2	H
ENSP00000250111	162	290	Hs_ps1-2	L
None_protein270836	0	49	Hs_igen	E
None_protein270836	13	49	Hs_igen	H
None_protein270836	36	49	Hs_igen	L
ENSP00000270824	17	165	Hs_ps13-17	E
ENSP00000270824	52	165	Hs_ps13-17	H
ENSP00000270824	96	165	Hs_ps13-17	L
ENSP00000371126	3	878	Hs_ps13-17	E
ENSP00000371126	0	878	Hs_ps13-17	H
ENSP00000371126	875	878	Hs_ps13-17	L
ENSP00000411372	28	573	Hs_ps1-2	E
ENSP00000411372	340	573	Hs_ps1-2	H
ENSP00000411372	205	573	Hs_ps1-2	L
Raj_Hs_1378	22	141	Hs_ps31	E
Raj_Hs_1378	37	141	Hs_ps31	H
Raj_Hs_1378	82	141	Hs_ps31	L
None_protein500894	24	48	Hs_igen	E
None_protein500894	3	48	Hs_igen	H
None_protein500894	21	48	Hs_igen	L
Raj_Hs_1377	7	86	Hs_ps31	E
Raj_Hs_1377	43	86	Hs_ps31	H
Raj_Hs_1377	36	86	Hs_ps31	L
Raj_Hs_1374	24	95	Hs_ps31	E
Raj_Hs_1374	11	95	Hs_ps31	H
Raj_Hs_1374	60	95	Hs_ps31	L
ENSP00000361776	2	120	Hs_ps20-21	E
ENSP00000361776	39	120	Hs_ps20-21	H
ENSP00000361776	79	120	Hs_ps20-21	L
Hs_rnd_gnm6_329990	19	63	Hs_rand	E
Hs_rnd_gnm6_329990	16	63	Hs_rand	H
Hs_rnd_gnm6_329990	28	63	Hs_rand	L
Hs_rnd_gnm9_682423	24	48	Hs_rand	E
Hs_rnd_gnm9_682423	0	48	Hs_rand	H
Hs_rnd_gnm9_682423	24	48	Hs_rand	L
Hs_rnd_gnm10_537875	11	68	Hs_rand	E
Hs_rnd_gnm10_537875	28	68	Hs_rand	H
Hs_rnd_gnm10_537875	29	68	Hs_rand	L
None_protein714667	11	43	Hs_igen	E
None_protein714667	15	43	Hs_igen	H
None_protein714667	17	43	Hs_igen	L
None_protein43966	14	42	Hs_igen	E
None_protein43966	11	42	Hs_igen	H
None_protein43966	17	42	Hs_igen	L
Raj_Hs_2179	0	48	Hs_ps31	E
Raj_Hs_2179	22	48	Hs_ps31	H
Raj_Hs_2179	26	48	Hs_ps31	L
ENSP00000310515	3	51	Hs_ps31	E
ENSP00000310515	26	51	Hs_ps31	H
ENSP00000310515	22	51	Hs_ps31	L
ENSP00000247153	12	469	Hs_ps1-2	E
ENSP00000247153	0	469	Hs_ps1-2	H
ENSP00000247153	457	469	Hs_ps1-2	L
vdp2013_S4_466	5	55	Hs_ps20-21	E
vdp2013_S4_466	23	55	Hs_ps20-21	H
vdp2013_S4_466	27	55	Hs_ps20-21	L
Raj_Hs_2174	7	42	Hs_ps31	E
Raj_Hs_2174	19	42	Hs_ps31	H
Raj_Hs_2174	16	42	Hs_ps31	L
ENSP00000349274	7	1209	Hs_ps13-17	E
ENSP00000349274	15	1209	Hs_ps13-17	H
ENSP00000349274	1187	1209	Hs_ps13-17	L
Raj_Hs_1156	17	73	Hs_ps31	E
Raj_Hs_1156	6	73	Hs_ps31	H
Raj_Hs_1156	50	73	Hs_ps31	L
ENSP00000327070	66	338	Hs_ps1-2	E
ENSP00000327070	147	338	Hs_ps1-2	H
ENSP00000327070	125	338	Hs_ps1-2	L
Raj_Hs_1153	0	47	Hs_ps31	E
Raj_Hs_1153	23	47	Hs_ps31	H
Raj_Hs_1153	24	47	Hs_ps31	L
Raj_Hs_1151	17	48	Hs_ps31	E
Raj_Hs_1151	9	48	Hs_ps31	H
Raj_Hs_1151	22	48	Hs_ps31	L
None_protein1173276	6	41	Hs_igen	E
None_protein1173276	3	41	Hs_igen	H
None_protein1173276	32	41	Hs_igen	L
Raj_Hs_251	0	105	Hs_ps31	E
Raj_Hs_251	0	105	Hs_ps31	H
Raj_Hs_251	105	105	Hs_ps31	L
Hs_rnd_gnm9_736864	5	54	Hs_rand	E
Hs_rnd_gnm9_736864	15	54	Hs_rand	H
Hs_rnd_gnm9_736864	34	54	Hs_rand	L
Hs_rnd_gnm10_1139146	22	49	Hs_rand	E
Hs_rnd_gnm10_1139146	0	49	Hs_rand	H
Hs_rnd_gnm10_1139146	27	49	Hs_rand	L
Raj_Hs_258	3	46	Hs_ps31	E
Raj_Hs_258	0	46	Hs_ps31	H
Raj_Hs_258	43	46	Hs_ps31	L
Hs_rnd_gnm3_1122270	0	0	Hs_rand	E
Hs_rnd_gnm3_1122270	0	0	Hs_rand	H
Hs_rnd_gnm3_1122270	0	0	Hs_rand	L
vdp2013_S4_696	0	45	Hs_ps31	E
vdp2013_S4_696	27	45	Hs_ps31	H
vdp2013_S4_696	18	45	Hs_ps31	L
vdp2013_S4_697	34	48	Hs_ps31	E
vdp2013_S4_697	0	48	Hs_ps31	H
vdp2013_S4_697	14	48	Hs_ps31	L
vdp2013_S4_690	5	51	Hs_ps31	E
vdp2013_S4_690	31	51	Hs_ps31	H
vdp2013_S4_690	15	51	Hs_ps31	L
vdp2013_S4_692	14	79	Hs_ps20-21	E
vdp2013_S4_692	26	79	Hs_ps20-21	H
vdp2013_S4_692	39	79	Hs_ps20-21	L
vdp2013_S4_693	16	91	Hs_ps31	E
vdp2013_S4_693	18	91	Hs_ps31	H
vdp2013_S4_693	57	91	Hs_ps31	L
None_protein501276	14	62	Hs_igen	E
None_protein501276	18	62	Hs_igen	H
None_protein501276	30	62	Hs_igen	L
vdp2013_S4_699	15	40	Hs_ps31	E
vdp2013_S4_699	0	40	Hs_ps31	H
vdp2013_S4_699	25	40	Hs_ps31	L
None_protein342553	16	98	Hs_igen	E
None_protein342553	10	98	Hs_igen	H
None_protein342553	72	98	Hs_igen	L
Hs_rnd_gnm3_1068189	12	47	Hs_rand	E
Hs_rnd_gnm3_1068189	13	47	Hs_rand	H
Hs_rnd_gnm3_1068189	22	47	Hs_rand	L
ENSP00000360577	36	292	Hs_ps1-2	E
ENSP00000360577	150	292	Hs_ps1-2	H
ENSP00000360577	106	292	Hs_ps1-2	L
None_protein1108893	6	71	Hs_igen	E
None_protein1108893	31	71	Hs_igen	H
None_protein1108893	34	71	Hs_igen	L
Hs_rnd_gnm10_1217881	9	49	Hs_rand	E
Hs_rnd_gnm10_1217881	0	49	Hs_rand	H
Hs_rnd_gnm10_1217881	40	49	Hs_rand	L
Hs_rnd_gnm5_712473	74	120	Hs_rand	E
Hs_rnd_gnm5_712473	0	120	Hs_rand	H
Hs_rnd_gnm5_712473	46	120	Hs_rand	L
None_protein427954	18	80	Hs_igen	E
None_protein427954	17	80	Hs_igen	H
None_protein427954	45	80	Hs_igen	L
Hs_rnd_gnm1_1176036	23	159	Hs_rand	E
Hs_rnd_gnm1_1176036	36	159	Hs_rand	H
Hs_rnd_gnm1_1176036	100	159	Hs_rand	L
ENSP00000366203	45	823	Hs_ps13-17	E
ENSP00000366203	39	823	Hs_ps13-17	H
ENSP00000366203	739	823	Hs_ps13-17	L
ENSP00000376278	3	61	Hs_ps13-17	E
ENSP00000376278	24	61	Hs_ps13-17	H
ENSP00000376278	34	61	Hs_ps13-17	L
None_protein89207	0	45	Hs_igen	E
None_protein89207	28	45	Hs_igen	H
None_protein89207	17	45	Hs_igen	L
None_protein836906	11	57	Hs_igen	E
None_protein836906	9	57	Hs_igen	H
None_protein836906	37	57	Hs_igen	L
None_protein1216631	20	85	Hs_igen	E
None_protein1216631	3	85	Hs_igen	H
None_protein1216631	62	85	Hs_igen	L
ENSP00000290390	0	588	Hs_ps1-2	E
ENSP00000290390	52	588	Hs_ps1-2	H
ENSP00000290390	536	588	Hs_ps1-2	L
ENSP00000365891	40	502	Hs_ps1-2	E
ENSP00000365891	32	502	Hs_ps1-2	H
ENSP00000365891	430	502	Hs_ps1-2	L
ENSP00000312652	4	167	Hs_ps13-17	E
ENSP00000312652	103	167	Hs_ps13-17	H
ENSP00000312652	60	167	Hs_ps13-17	L
None_protein1234851	4	49	Hs_igen	E
None_protein1234851	27	49	Hs_igen	H
None_protein1234851	18	49	Hs_igen	L
vdp2013_S4_315	16	57	Hs_ps31	E
vdp2013_S4_315	19	57	Hs_ps31	H
vdp2013_S4_315	22	57	Hs_ps31	L
vdp2013_S4_314	20	60	Hs_ps31	E
vdp2013_S4_314	28	60	Hs_ps31	H
vdp2013_S4_314	12	60	Hs_ps31	L
ENSP00000475986	45	172	Hs_ps1-2	E
ENSP00000475986	28	172	Hs_ps1-2	H
ENSP00000475986	99	172	Hs_ps1-2	L
None_protein548613	4	46	Hs_igen	E
None_protein548613	24	46	Hs_igen	H
None_protein548613	18	46	Hs_igen	L
Hs_rnd_gnm10_510446	33	49	Hs_rand	E
Hs_rnd_gnm10_510446	0	49	Hs_rand	H
Hs_rnd_gnm10_510446	16	49	Hs_rand	L
vdp2013_S4_316	27	865	Hs_ps31	E
vdp2013_S4_316	0	865	Hs_ps31	H
vdp2013_S4_316	838	865	Hs_ps31	L
ENSP00000380468	0	269	Hs_ps1-2	E
ENSP00000380468	263	269	Hs_ps1-2	H
ENSP00000380468	6	269	Hs_ps1-2	L
ENSP00000296420	11	261	Hs_ps13-17	E
ENSP00000296420	0	261	Hs_ps13-17	H
ENSP00000296420	250	261	Hs_ps13-17	L
vdp2013_S4_867	0	399	Hs_ps31	E
vdp2013_S4_867	0	399	Hs_ps31	H
vdp2013_S4_867	399	399	Hs_ps31	L
ENSP00000380467	46	316	Hs_ps1-2	E
ENSP00000380467	64	316	Hs_ps1-2	H
ENSP00000380467	206	316	Hs_ps1-2	L
ENSP00000340546	0	181	Hs_ps20-21	E
ENSP00000340546	0	181	Hs_ps20-21	H
ENSP00000340546	181	181	Hs_ps20-21	L
ENSP00000301665	38	258	Hs_ps20-21	E
ENSP00000301665	105	258	Hs_ps20-21	H
ENSP00000301665	115	258	Hs_ps20-21	L
ENSP00000345797	39	171	Hs_ps13-17	E
ENSP00000345797	18	171	Hs_ps13-17	H
ENSP00000345797	114	171	Hs_ps13-17	L
vdp2013_S4_312	0	50	Hs_ps31	E
vdp2013_S4_312	40	50	Hs_ps31	H
vdp2013_S4_312	10	50	Hs_ps31	L
None_protein1178888	5	43	Hs_igen	E
None_protein1178888	5	43	Hs_igen	H
None_protein1178888	33	43	Hs_igen	L
Hs_rnd_gnm3_899829	18	104	Hs_rand	E
Hs_rnd_gnm3_899829	48	104	Hs_rand	H
Hs_rnd_gnm3_899829	38	104	Hs_rand	L
None_protein807330	2	45	Hs_igen	E
None_protein807330	0	45	Hs_igen	H
None_protein807330	43	45	Hs_igen	L
ENSP00000385163	39	549	Hs_ps1-2	E
ENSP00000385163	85	549	Hs_ps1-2	H
ENSP00000385163	425	549	Hs_ps1-2	L
vdp2013_S4_868	11	82	Hs_ps31	E
vdp2013_S4_868	20	82	Hs_ps31	H
vdp2013_S4_868	51	82	Hs_ps31	L
None_protein607477	16	59	Hs_igen	E
None_protein607477	11	59	Hs_igen	H
None_protein607477	32	59	Hs_igen	L
ENSP00000394623	0	878	Hs_ps13-17	E
ENSP00000394623	0	878	Hs_ps13-17	H
ENSP00000394623	878	878	Hs_ps13-17	L
None_protein789267	0	51	Hs_igen	E
None_protein789267	38	51	Hs_igen	H
None_protein789267	13	51	Hs_igen	L
Hs_rnd_gnm2_402690	42	53	Hs_rand	E
Hs_rnd_gnm2_402690	0	53	Hs_rand	H
Hs_rnd_gnm2_402690	11	53	Hs_rand	L
None_protein853016	11	68	Hs_igen	E
None_protein853016	7	68	Hs_igen	H
None_protein853016	50	68	Hs_igen	L
ENSP00000489624	8	48	Hs_ps13-17	E
ENSP00000489624	20	48	Hs_ps13-17	H
ENSP00000489624	20	48	Hs_ps13-17	L
ENSP00000428281	0	169	Hs_ps1-2	E
ENSP00000428281	122	169	Hs_ps1-2	H
ENSP00000428281	47	169	Hs_ps1-2	L
ENSP00000251646	3	404	Hs_ps1-2	E
ENSP00000251646	288	404	Hs_ps1-2	H
ENSP00000251646	113	404	Hs_ps1-2	L
ENSP00000228799	162	447	Hs_ps1-2	E
ENSP00000228799	25	447	Hs_ps1-2	H
ENSP00000228799	260	447	Hs_ps1-2	L
Hs_rnd_gnm3_955349	43	161	Hs_rand	E
Hs_rnd_gnm3_955349	41	161	Hs_rand	H
Hs_rnd_gnm3_955349	77	161	Hs_rand	L
None_protein596086	9	50	Hs_igen	E
None_protein596086	15	50	Hs_igen	H
None_protein596086	26	50	Hs_igen	L
None_protein182517	12	110	Hs_igen	E
None_protein182517	27	110	Hs_igen	H
None_protein182517	71	110	Hs_igen	L
ENSP00000342007	39	516	Hs_ps1-2	E
ENSP00000342007	241	516	Hs_ps1-2	H
ENSP00000342007	236	516	Hs_ps1-2	L
Raj_Hs_191	13	54	Hs_ps31	E
Raj_Hs_191	0	54	Hs_ps31	H
Raj_Hs_191	41	54	Hs_ps31	L
ENSP00000335566	8	79	Hs_ps31	E
ENSP00000335566	0	79	Hs_ps31	H
ENSP00000335566	71	79	Hs_ps31	L
Hs_rnd_gnm3_1288918	16	119	Hs_rand	E
Hs_rnd_gnm3_1288918	21	119	Hs_rand	H
Hs_rnd_gnm3_1288918	82	119	Hs_rand	L
ENSP00000489442	0	815	Hs_ps1-2	E
ENSP00000489442	607	815	Hs_ps1-2	H
ENSP00000489442	208	815	Hs_ps1-2	L
ENSP00000364076	91	255	Hs_ps1-2	E
ENSP00000364076	42	255	Hs_ps1-2	H
ENSP00000364076	122	255	Hs_ps1-2	L
Hs_rnd_gnm9_661059	7	74	Hs_rand	E
Hs_rnd_gnm9_661059	44	74	Hs_rand	H
Hs_rnd_gnm9_661059	23	74	Hs_rand	L
None_protein791620	19	48	Hs_igen	E
None_protein791620	0	48	Hs_igen	H
None_protein791620	29	48	Hs_igen	L
ENSP00000421172	52	333	Hs_ps1-2	E
ENSP00000421172	146	333	Hs_ps1-2	H
ENSP00000421172	135	333	Hs_ps1-2	L
Hs_rnd_gnm8_685623	12	42	Hs_rand	E
Hs_rnd_gnm8_685623	10	42	Hs_rand	H
Hs_rnd_gnm8_685623	20	42	Hs_rand	L
ENSP00000302867	44	312	Hs_ps1-2	E
ENSP00000302867	182	312	Hs_ps1-2	H
ENSP00000302867	86	312	Hs_ps1-2	L
ENSP00000442626	5	351	Hs_ps31	E
ENSP00000442626	0	351	Hs_ps31	H
ENSP00000442626	346	351	Hs_ps31	L
None_protein227917	12	50	Hs_igen	E
None_protein227917	9	50	Hs_igen	H
None_protein227917	29	50	Hs_igen	L
ENSP00000405544	22	201	Hs_ps1-2	E
ENSP00000405544	25	201	Hs_ps1-2	H
ENSP00000405544	154	201	Hs_ps1-2	L
Hs_rnd_gnm6_1112590	17	144	Hs_rand	E
Hs_rnd_gnm6_1112590	49	144	Hs_rand	H
Hs_rnd_gnm6_1112590	78	144	Hs_rand	L
Hs_rnd_gnm10_1026544	12	47	Hs_rand	E
Hs_rnd_gnm10_1026544	7	47	Hs_rand	H
Hs_rnd_gnm10_1026544	28	47	Hs_rand	L
ENSP00000378534	23	556	Hs_ps13-17	E
ENSP00000378534	29	556	Hs_ps13-17	H
ENSP00000378534	504	556	Hs_ps13-17	L
ENSP00000306524	50	796	Hs_ps1-2	E
ENSP00000306524	373	796	Hs_ps1-2	H
ENSP00000306524	373	796	Hs_ps1-2	L
ENSP00000364110	3	111	Hs_ps20-21	E
ENSP00000364110	0	111	Hs_ps20-21	H
ENSP00000364110	108	111	Hs_ps20-21	L
None_protein224799	13	56	Hs_igen	E
None_protein224799	15	56	Hs_igen	H
None_protein224799	28	56	Hs_igen	L
Hs_rnd_gnm6_1177228	21	51	Hs_rand	E
Hs_rnd_gnm6_1177228	0	51	Hs_rand	H
Hs_rnd_gnm6_1177228	30	51	Hs_rand	L
None_protein26670	17	50	Hs_igen	E
None_protein26670	0	50	Hs_igen	H
None_protein26670	33	50	Hs_igen	L
ENSP00000259212	78	155	Hs_ps13-17	E
