protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000204615	2	PF00758.17	140	Hs_ps13-17	E
ENSP00000204615	32	PF00758.17	140	Hs_ps13-17	H
ENSP00000204615	106	PF00758.17	140	Hs_ps13-17	L
ENSP00000247270	11	PF05399.10	226	Hs_ps13-17	E
ENSP00000247270	60	PF05399.10	226	Hs_ps13-17	H
ENSP00000247270	155	PF05399.10	226	Hs_ps13-17	L
ENSP00000463981	12	PF05399.10	152	Hs_ps13-17	E
ENSP00000463981	54	PF05399.10	152	Hs_ps13-17	H
ENSP00000463981	86	PF05399.10	152	Hs_ps13-17	L
ENSP00000384648	0	PF15434.5	112	Hs_ps13-17	E
ENSP00000384648	12	PF15434.5	112	Hs_ps13-17	H
ENSP00000384648	100	PF15434.5	112	Hs_ps13-17	L
ENSP00000382234	0	PF14981.5	49	Hs_ps13-17	E
ENSP00000382234	44	PF14981.5	49	Hs_ps13-17	H
ENSP00000382234	5	PF14981.5	49	Hs_ps13-17	L
ENSP00000270824	11	PF14851.5	144	Hs_ps13-17	E
ENSP00000270824	52	PF14851.5	144	Hs_ps13-17	H
ENSP00000270824	81	PF14851.5	144	Hs_ps13-17	L
ENSP00000440509	34	PF00498.25	69	Hs_ps13-17	E
ENSP00000440509	0	PF00498.25	69	Hs_ps13-17	H
ENSP00000440509	35	PF00498.25	69	Hs_ps13-17	L
ENSP00000469613	12	PF02947.13	130	Hs_ps13-17	E
ENSP00000469613	73	PF02947.13	130	Hs_ps13-17	H
ENSP00000469613	45	PF02947.13	130	Hs_ps13-17	L
ENSP00000424015	0	PF15315.5	181	Hs_ps13-17	E
ENSP00000424015	0	PF15315.5	181	Hs_ps13-17	H
ENSP00000424015	181	PF15315.5	181	Hs_ps13-17	L
ENSP00000408343	0	PF15315.5	181	Hs_ps13-17	E
ENSP00000408343	0	PF15315.5	181	Hs_ps13-17	H
ENSP00000408343	181	PF15315.5	181	Hs_ps13-17	L
ENSP00000312299	0	PF15315.5	181	Hs_ps13-17	E
ENSP00000312299	0	PF15315.5	181	Hs_ps13-17	H
ENSP00000312299	181	PF15315.5	181	Hs_ps13-17	L
ENSP00000478995	6	PF15783.4	220	Hs_ps13-17	E
ENSP00000478995	140	PF15783.4	220	Hs_ps13-17	H
ENSP00000478995	74	PF15783.4	220	Hs_ps13-17	L
ENSP00000478995	11	PF15783.4	305	Hs_ps13-17	E
ENSP00000478995	179	PF15783.4	305	Hs_ps13-17	H
ENSP00000478995	115	PF15783.4	305	Hs_ps13-17	L
ENSP00000365320	2	PF05831.10	97	Hs_ps13-17	E
ENSP00000365320	0	PF05831.10	97	Hs_ps13-17	H
ENSP00000365320	95	PF05831.10	97	Hs_ps13-17	L
ENSP00000365320	0	PF05831.10	44	Hs_ps13-17	E
ENSP00000365320	0	PF05831.10	44	Hs_ps13-17	H
ENSP00000365320	44	PF05831.10	44	Hs_ps13-17	L
ENSP00000385415	2	PF05831.10	109	Hs_ps13-17	E
ENSP00000385415	0	PF05831.10	109	Hs_ps13-17	H
ENSP00000385415	107	PF05831.10	109	Hs_ps13-17	L
ENSP00000355421	2	PF05831.10	109	Hs_ps13-17	E
ENSP00000355421	0	PF05831.10	109	Hs_ps13-17	H
ENSP00000355421	107	PF05831.10	109	Hs_ps13-17	L
ENSP00000483811	2	PF05831.10	110	Hs_ps13-17	E
ENSP00000483811	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000483811	108	PF05831.10	110	Hs_ps13-17	L
ENSP00000371119	2	PF05831.10	110	Hs_ps13-17	E
ENSP00000371119	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000371119	108	PF05831.10	110	Hs_ps13-17	L
ENSP00000371117	0	PF05831.10	110	Hs_ps13-17	E
ENSP00000371117	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000371117	110	PF05831.10	110	Hs_ps13-17	L
ENSP00000416249	0	PF05831.10	110	Hs_ps13-17	E
ENSP00000416249	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000416249	110	PF05831.10	110	Hs_ps13-17	L
ENSP00000371141	0	PF05831.10	110	Hs_ps13-17	E
ENSP00000371141	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000371141	110	PF05831.10	110	Hs_ps13-17	L
ENSP00000409832	0	PF05831.10	110	Hs_ps13-17	E
ENSP00000409832	0	PF05831.10	110	Hs_ps13-17	H
ENSP00000409832	110	PF05831.10	110	Hs_ps13-17	L
ENSP00000478568	0	PF05831.10	109	Hs_ps13-17	E
ENSP00000478568	0	PF05831.10	109	Hs_ps13-17	H
ENSP00000478568	109	PF05831.10	109	Hs_ps13-17	L
ENSP00000349884	3	PF01296.17	12	Hs_ps13-17	E
ENSP00000349884	3	PF01296.17	12	Hs_ps13-17	H
ENSP00000349884	6	PF01296.17	12	Hs_ps13-17	L
ENSP00000353465	104	PF04598.11	230	Hs_ps13-17	E
ENSP00000353465	33	PF04598.11	230	Hs_ps13-17	H
ENSP00000353465	93	PF04598.11	230	Hs_ps13-17	L
ENSP00000353465	0	PF04598.11	128	Hs_ps13-17	E
ENSP00000353465	104	PF04598.11	128	Hs_ps13-17	H
ENSP00000353465	24	PF04598.11	128	Hs_ps13-17	L
ENSP00000225474	0	PF16647.4	151	Hs_ps13-17	E
ENSP00000225474	105	PF16647.4	151	Hs_ps13-17	H
ENSP00000225474	46	PF16647.4	151	Hs_ps13-17	L
ENSP00000334940	0	PF15685.4	650	Hs_ps13-17	E
ENSP00000334940	0	PF15685.4	650	Hs_ps13-17	H
ENSP00000334940	650	PF15685.4	650	Hs_ps13-17	L
ENSP00000276414	2	PF00446.16	9	Hs_ps13-17	E
ENSP00000276414	0	PF00446.16	9	Hs_ps13-17	H
ENSP00000276414	7	PF00446.16	9	Hs_ps13-17	L
ENSP00000456138	0	PF15070.5	136	Hs_ps13-17	E
ENSP00000456138	136	PF15070.5	136	Hs_ps13-17	H
ENSP00000456138	0	PF15070.5	136	Hs_ps13-17	L
ENSP00000456138	0	PF15070.5	77	Hs_ps13-17	E
ENSP00000456138	77	PF15070.5	77	Hs_ps13-17	H
ENSP00000456138	0	PF15070.5	77	Hs_ps13-17	L
ENSP00000456138	0	PF15070.5	83	Hs_ps13-17	E
ENSP00000456138	59	PF15070.5	83	Hs_ps13-17	H
ENSP00000456138	24	PF15070.5	83	Hs_ps13-17	L
ENSP00000455298	0	PF15070.5	133	Hs_ps13-17	E
ENSP00000455298	133	PF15070.5	133	Hs_ps13-17	H
ENSP00000455298	0	PF15070.5	133	Hs_ps13-17	L
ENSP00000455298	0	PF15070.5	102	Hs_ps13-17	E
ENSP00000455298	102	PF15070.5	102	Hs_ps13-17	H
ENSP00000455298	0	PF15070.5	102	Hs_ps13-17	L
ENSP00000455298	0	PF15070.5	84	Hs_ps13-17	E
ENSP00000455298	70	PF15070.5	84	Hs_ps13-17	H
ENSP00000455298	14	PF15070.5	84	Hs_ps13-17	L
ENSP00000456894	0	PF15070.5	141	Hs_ps13-17	E
ENSP00000456894	141	PF15070.5	141	Hs_ps13-17	H
ENSP00000456894	0	PF15070.5	141	Hs_ps13-17	L
ENSP00000456894	0	PF15070.5	85	Hs_ps13-17	E
ENSP00000456894	85	PF15070.5	85	Hs_ps13-17	H
ENSP00000456894	0	PF15070.5	85	Hs_ps13-17	L
ENSP00000456894	0	PF15070.5	83	Hs_ps13-17	E
ENSP00000456894	66	PF15070.5	83	Hs_ps13-17	H
ENSP00000456894	17	PF15070.5	83	Hs_ps13-17	L
ENSP00000370104	0	PF15991.4	287	Hs_ps13-17	E
ENSP00000370104	107	PF15991.4	287	Hs_ps13-17	H
ENSP00000370104	180	PF15991.4	287	Hs_ps13-17	L
ENSP00000257572	0	PF15196.5	90	Hs_ps13-17	E
ENSP00000257572	57	PF15196.5	90	Hs_ps13-17	H
ENSP00000257572	33	PF15196.5	90	Hs_ps13-17	L
ENSP00000452347	10	PF00045.18	23	Hs_ps13-17	E
ENSP00000452347	0	PF00045.18	23	Hs_ps13-17	H
ENSP00000452347	13	PF00045.18	23	Hs_ps13-17	L
ENSP00000222304	3	PF06446.11	51	Hs_ps13-17	E
ENSP00000222304	18	PF06446.11	51	Hs_ps13-17	H
ENSP00000222304	30	PF06446.11	51	Hs_ps13-17	L
ENSP00000420603	16	PF15666.4	87	Hs_ps13-17	E
ENSP00000420603	0	PF15666.4	87	Hs_ps13-17	H
ENSP00000420603	71	PF15666.4	87	Hs_ps13-17	L
ENSP00000295809	79	PF02760.14	168	Hs_ps13-17	E
ENSP00000295809	16	PF02760.14	168	Hs_ps13-17	H
ENSP00000295809	73	PF02760.14	168	Hs_ps13-17	L
ENSP00000295809	73	PF02760.14	166	Hs_ps13-17	E
ENSP00000295809	13	PF02760.14	166	Hs_ps13-17	H
ENSP00000295809	80	PF02760.14	166	Hs_ps13-17	L
ENSP00000357123	72	PF02760.14	166	Hs_ps13-17	E
ENSP00000357123	15	PF02760.14	166	Hs_ps13-17	H
ENSP00000357123	79	PF02760.14	166	Hs_ps13-17	L
ENSP00000357122	79	PF02760.14	167	Hs_ps13-17	E
ENSP00000357122	17	PF02760.14	167	Hs_ps13-17	H
ENSP00000357122	71	PF02760.14	167	Hs_ps13-17	L
ENSP00000357112	76	PF02760.14	167	Hs_ps13-17	E
ENSP00000357112	16	PF02760.14	167	Hs_ps13-17	H
ENSP00000357112	75	PF02760.14	167	Hs_ps13-17	L
ENSP00000414109	0	PF12347.7	61	Hs_ps13-17	E
ENSP00000414109	0	PF12347.7	61	Hs_ps13-17	H
ENSP00000414109	61	PF12347.7	61	Hs_ps13-17	L
ENSP00000414109	0	PF12347.7	58	Hs_ps13-17	E
ENSP00000414109	0	PF12347.7	58	Hs_ps13-17	H
ENSP00000414109	58	PF12347.7	58	Hs_ps13-17	L
ENSP00000414109	2	PF12346.7	114	Hs_ps13-17	E
ENSP00000414109	4	PF12346.7	114	Hs_ps13-17	H
ENSP00000414109	108	PF12346.7	114	Hs_ps13-17	L
ENSP00000370123	0	PF01101.17	89	Hs_ps13-17	E
ENSP00000370123	4	PF01101.17	89	Hs_ps13-17	H
ENSP00000370123	85	PF01101.17	89	Hs_ps13-17	L
ENSP00000482613	0	PF01101.17	93	Hs_ps13-17	E
ENSP00000482613	0	PF01101.17	93	Hs_ps13-17	H
ENSP00000482613	93	PF01101.17	93	Hs_ps13-17	L
ENSP00000350848	0	PF01101.17	96	Hs_ps13-17	E
ENSP00000350848	0	PF01101.17	96	Hs_ps13-17	H
ENSP00000350848	96	PF01101.17	96	Hs_ps13-17	L
ENSP00000350005	0	PF00123.19	27	Hs_ps13-17	E
ENSP00000350005	20	PF00123.19	27	Hs_ps13-17	H
ENSP00000350005	7	PF00123.19	27	Hs_ps13-17	L
ENSP00000248089	4	PF15226.5	132	Hs_ps13-17	E
ENSP00000248089	33	PF15226.5	132	Hs_ps13-17	H
ENSP00000248089	95	PF15226.5	132	Hs_ps13-17	L
ENSP00000238609	0	PF06140.12	78	Hs_ps13-17	E
ENSP00000238609	69	PF06140.12	78	Hs_ps13-17	H
ENSP00000238609	9	PF06140.12	78	Hs_ps13-17	L
ENSP00000482635	0	PF06140.12	71	Hs_ps13-17	E
ENSP00000482635	53	PF06140.12	71	Hs_ps13-17	H
ENSP00000482635	18	PF06140.12	71	Hs_ps13-17	L
ENSP00000325525	33	PF00047.24	75	Hs_ps13-17	E
ENSP00000325525	0	PF00047.24	75	Hs_ps13-17	H
ENSP00000325525	42	PF00047.24	75	Hs_ps13-17	L
ENSP00000325525	31	PF00047.24	80	Hs_ps13-17	E
ENSP00000325525	0	PF00047.24	80	Hs_ps13-17	H
ENSP00000325525	49	PF00047.24	80	Hs_ps13-17	L
ENSP00000325525	32	PF00047.24	70	Hs_ps13-17	E
ENSP00000325525	0	PF00047.24	70	Hs_ps13-17	H
ENSP00000325525	38	PF00047.24	70	Hs_ps13-17	L
ENSP00000379580	30	PF00047.24	75	Hs_ps13-17	E
ENSP00000379580	0	PF00047.24	75	Hs_ps13-17	H
ENSP00000379580	45	PF00047.24	75	Hs_ps13-17	L
ENSP00000379580	32	PF00047.24	76	Hs_ps13-17	E
ENSP00000379580	0	PF00047.24	76	Hs_ps13-17	H
ENSP00000379580	44	PF00047.24	76	Hs_ps13-17	L
ENSP00000291759	30	PF00047.24	80	Hs_ps13-17	E
ENSP00000291759	0	PF00047.24	80	Hs_ps13-17	H
ENSP00000291759	50	PF00047.24	80	Hs_ps13-17	L
ENSP00000291759	33	PF00047.24	76	Hs_ps13-17	E
ENSP00000291759	0	PF00047.24	76	Hs_ps13-17	H
ENSP00000291759	43	PF00047.24	76	Hs_ps13-17	L
ENSP00000342215	31	PF00047.24	80	Hs_ps13-17	E
ENSP00000342215	0	PF00047.24	80	Hs_ps13-17	H
ENSP00000342215	49	PF00047.24	80	Hs_ps13-17	L
ENSP00000342215	31	PF00047.24	77	Hs_ps13-17	E
ENSP00000342215	0	PF00047.24	77	Hs_ps13-17	H
ENSP00000342215	46	PF00047.24	77	Hs_ps13-17	L
ENSP00000291633	29	PF00047.24	79	Hs_ps13-17	E
ENSP00000291633	0	PF00047.24	79	Hs_ps13-17	H
ENSP00000291633	50	PF00047.24	79	Hs_ps13-17	L
ENSP00000291633	31	PF00047.24	75	Hs_ps13-17	E
ENSP00000291633	0	PF00047.24	75	Hs_ps13-17	H
ENSP00000291633	44	PF00047.24	75	Hs_ps13-17	L
ENSP00000482591	29	PF00047.24	63	Hs_ps13-17	E
ENSP00000482591	0	PF00047.24	63	Hs_ps13-17	H
ENSP00000482591	34	PF00047.24	63	Hs_ps13-17	L
ENSP00000345184	31	PF00047.24	80	Hs_ps13-17	E
ENSP00000345184	0	PF00047.24	80	Hs_ps13-17	H
ENSP00000345184	49	PF00047.24	80	Hs_ps13-17	L
ENSP00000379651	33	PF00047.24	80	Hs_ps13-17	E
ENSP00000379651	0	PF00047.24	80	Hs_ps13-17	H
ENSP00000379651	47	PF00047.24	80	Hs_ps13-17	L
ENSP00000454437	53	PF00047.24	95	Hs_ps13-17	E
ENSP00000454437	0	PF00047.24	95	Hs_ps13-17	H
ENSP00000454437	42	PF00047.24	95	Hs_ps13-17	L
ENSP00000375613	30	PF00047.24	76	Hs_ps13-17	E
ENSP00000375613	0	PF00047.24	76	Hs_ps13-17	H
ENSP00000375613	46	PF00047.24	76	Hs_ps13-17	L
ENSP00000335062	46	PF00047.24	84	Hs_ps13-17	E
ENSP00000335062	0	PF00047.24	84	Hs_ps13-17	H
ENSP00000335062	38	PF00047.24	84	Hs_ps13-17	L
ENSP00000333919	34	PF00047.24	79	Hs_ps13-17	E
ENSP00000333919	0	PF00047.24	79	Hs_ps13-17	H
ENSP00000333919	45	PF00047.24	79	Hs_ps13-17	L
ENSP00000343366	29	PF00047.24	70	Hs_ps13-17	E
ENSP00000343366	0	PF00047.24	70	Hs_ps13-17	H
ENSP00000343366	41	PF00047.24	70	Hs_ps13-17	L
ENSP00000379651	38	PF13895.5	88	Hs_ps13-17	E
ENSP00000379651	0	PF13895.5	88	Hs_ps13-17	H
ENSP00000379651	50	PF13895.5	88	Hs_ps13-17	L
ENSP00000291759	40	PF13895.5	89	Hs_ps13-17	E
ENSP00000291759	0	PF13895.5	89	Hs_ps13-17	H
ENSP00000291759	49	PF13895.5	89	Hs_ps13-17	L
ENSP00000291759	40	PF13895.5	93	Hs_ps13-17	E
ENSP00000291759	0	PF13895.5	93	Hs_ps13-17	H
ENSP00000291759	53	PF13895.5	93	Hs_ps13-17	L
ENSP00000345184	36	PF13895.5	88	Hs_ps13-17	E
ENSP00000345184	0	PF13895.5	88	Hs_ps13-17	H
ENSP00000345184	52	PF13895.5	88	Hs_ps13-17	L
ENSP00000356925	38	PF13895.5	78	Hs_ps13-17	E
ENSP00000356925	0	PF13895.5	78	Hs_ps13-17	H
ENSP00000356925	40	PF13895.5	78	Hs_ps13-17	L
ENSP00000356925	41	PF13895.5	83	Hs_ps13-17	E
ENSP00000356925	0	PF13895.5	83	Hs_ps13-17	H
ENSP00000356925	42	PF13895.5	83	Hs_ps13-17	L
ENSP00000356936	37	PF13895.5	83	Hs_ps13-17	E
ENSP00000356936	0	PF13895.5	83	Hs_ps13-17	H
ENSP00000356936	46	PF13895.5	83	Hs_ps13-17	L
ENSP00000356936	38	PF13895.5	87	Hs_ps13-17	E
ENSP00000356936	0	PF13895.5	87	Hs_ps13-17	H
ENSP00000356936	49	PF13895.5	87	Hs_ps13-17	L
ENSP00000375613	37	PF13895.5	88	Hs_ps13-17	E
ENSP00000375613	0	PF13895.5	88	Hs_ps13-17	H
ENSP00000375613	51	PF13895.5	88	Hs_ps13-17	L
ENSP00000404236	41	PF13895.5	87	Hs_ps13-17	E
ENSP00000404236	0	PF13895.5	87	Hs_ps13-17	H
ENSP00000404236	46	PF13895.5	87	Hs_ps13-17	L
ENSP00000325525	40	PF13895.5	89	Hs_ps13-17	E
ENSP00000325525	0	PF13895.5	89	Hs_ps13-17	H
ENSP00000325525	49	PF13895.5	89	Hs_ps13-17	L
ENSP00000379580	36	PF13895.5	87	Hs_ps13-17	E
ENSP00000379580	0	PF13895.5	87	Hs_ps13-17	H
ENSP00000379580	51	PF13895.5	87	Hs_ps13-17	L
ENSP00000375622	36	PF13895.5	90	Hs_ps13-17	E
ENSP00000375622	0	PF13895.5	90	Hs_ps13-17	H
ENSP00000375622	54	PF13895.5	90	Hs_ps13-17	L
ENSP00000343366	37	PF13895.5	88	Hs_ps13-17	E
ENSP00000343366	0	PF13895.5	88	Hs_ps13-17	H
ENSP00000343366	51	PF13895.5	88	Hs_ps13-17	L
ENSP00000301202	40	PF13895.5	90	Hs_ps13-17	E
ENSP00000301202	0	PF13895.5	90	Hs_ps13-17	H
ENSP00000301202	50	PF13895.5	90	Hs_ps13-17	L
ENSP00000454437	49	PF13927.5	86	Hs_ps13-17	E
ENSP00000454437	0	PF13927.5	86	Hs_ps13-17	H
ENSP00000454437	37	PF13927.5	86	Hs_ps13-17	L
ENSP00000343366	30	PF13927.5	69	Hs_ps13-17	E
ENSP00000343366	0	PF13927.5	69	Hs_ps13-17	H
ENSP00000343366	39	PF13927.5	69	Hs_ps13-17	L
ENSP00000354566	45	PF16680.4	85	Hs_ps13-17	E
ENSP00000354566	0	PF16680.4	85	Hs_ps13-17	H
ENSP00000354566	40	PF16680.4	85	Hs_ps13-17	L
ENSP00000354566	49	PF16681.4	91	Hs_ps13-17	E
ENSP00000354566	0	PF16681.4	91	Hs_ps13-17	H
ENSP00000354566	42	PF16681.4	91	Hs_ps13-17	L
ENSP00000263339	50	PF00340.18	109	Hs_ps13-17	E
ENSP00000263339	0	PF00340.18	109	Hs_ps13-17	H
ENSP00000263339	59	PF00340.18	109	Hs_ps13-17	L
ENSP00000280357	56	PF00340.18	111	Hs_ps13-17	E
ENSP00000280357	2	PF00340.18	111	Hs_ps13-17	H
ENSP00000280357	53	PF00340.18	111	Hs_ps13-17	L
ENSP00000259212	47	PF00340.18	95	Hs_ps13-17	E
ENSP00000259212	0	PF00340.18	95	Hs_ps13-17	H
ENSP00000259212	48	PF00340.18	95	Hs_ps13-17	L
ENSP00000328420	43	PF00340.18	97	Hs_ps13-17	E
ENSP00000328420	0	PF00340.18	97	Hs_ps13-17	H
ENSP00000328420	54	PF00340.18	97	Hs_ps13-17	L
ENSP00000259211	41	PF00340.18	101	Hs_ps13-17	E
ENSP00000259211	3	PF00340.18	101	Hs_ps13-17	H
ENSP00000259211	57	PF00340.18	101	Hs_ps13-17	L
ENSP00000259205	42	PF00340.18	88	Hs_ps13-17	E
ENSP00000259205	0	PF00340.18	88	Hs_ps13-17	H
ENSP00000259205	46	PF00340.18	88	Hs_ps13-17	L
ENSP00000263326	41	PF00340.18	100	Hs_ps13-17	E
ENSP00000263326	0	PF00340.18	100	Hs_ps13-17	H
ENSP00000263326	59	PF00340.18	100	Hs_ps13-17	L
ENSP00000229134	0	PF00726.16	106	Hs_ps13-17	E
ENSP00000229134	92	PF00726.16	106	Hs_ps13-17	H
ENSP00000229134	14	PF00726.16	106	Hs_ps13-17	L
ENSP00000264563	0	PF07400.10	177	Hs_ps13-17	E
ENSP00000264563	111	PF07400.10	177	Hs_ps13-17	H
ENSP00000264563	66	PF07400.10	177	Hs_ps13-17	L
ENSP00000296545	5	PF02372.14	127	Hs_ps13-17	E
ENSP00000296545	79	PF02372.14	127	Hs_ps13-17	H
ENSP00000296545	43	PF02372.14	127	Hs_ps13-17	L
ENSP00000264497	0	PF02372.14	134	Hs_ps13-17	E
ENSP00000264497	76	PF02372.14	134	Hs_ps13-17	H
ENSP00000264497	58	PF02372.14	134	Hs_ps13-17	L
ENSP00000263339	13	PF02394.15	108	Hs_ps13-17	E
ENSP00000263339	29	PF02394.15	108	Hs_ps13-17	H
ENSP00000263339	66	PF02394.15	108	Hs_ps13-17	L
ENSP00000228534	3	PF16649.4	156	Hs_ps13-17	E
ENSP00000228534	81	PF16649.4	156	Hs_ps13-17	H
ENSP00000228534	72	PF16649.4	156	Hs_ps13-17	L
ENSP00000481633	0	PF15177.5	158	Hs_ps13-17	E
ENSP00000481633	100	PF15177.5	158	Hs_ps13-17	H
ENSP00000481633	58	PF15177.5	158	Hs_ps13-17	L
ENSP00000333639	0	PF15177.5	158	Hs_ps13-17	E
ENSP00000333639	102	PF15177.5	158	Hs_ps13-17	H
ENSP00000333639	56	PF15177.5	158	Hs_ps13-17	L
ENSP00000329991	0	PF15177.5	154	Hs_ps13-17	E
ENSP00000329991	99	PF15177.5	154	Hs_ps13-17	H
ENSP00000329991	55	PF15177.5	154	Hs_ps13-17	L
ENSP00000288098	17	PF15036.5	155	Hs_ps13-17	E
ENSP00000288098	93	PF15036.5	155	Hs_ps13-17	H
ENSP00000288098	45	PF15036.5	155	Hs_ps13-17	L
ENSP00000263851	5	PF01415.15	144	Hs_ps13-17	E
ENSP00000263851	83	PF01415.15	144	Hs_ps13-17	H
ENSP00000263851	56	PF01415.15	144	Hs_ps13-17	L
ENSP00000484078	13	PF00048.19	56	Hs_ps13-17	E
ENSP00000484078	23	PF00048.19	56	Hs_ps13-17	H
ENSP00000484078	20	PF00048.19	56	Hs_ps13-17	L
ENSP00000324756	16	PF00048.19	62	Hs_ps13-17	E
ENSP00000324756	18	PF00048.19	62	Hs_ps13-17	H
ENSP00000324756	28	PF00048.19	62	Hs_ps13-17	L
ENSP00000219235	17	PF00048.19	56	Hs_ps13-17	E
ENSP00000219235	16	PF00048.19	56	Hs_ps13-17	H
ENSP00000219235	23	PF00048.19	56	Hs_ps13-17	L
ENSP00000456830	11	PF00048.19	53	Hs_ps13-17	E
ENSP00000456830	6	PF00048.19	53	Hs_ps13-17	H
ENSP00000456830	36	PF00048.19	53	Hs_ps13-17	L
ENSP00000458316	11	PF15142.5	178	Hs_ps13-17	E
ENSP00000458316	39	PF15142.5	178	Hs_ps13-17	H
ENSP00000458316	128	PF15142.5	178	Hs_ps13-17	L
ENSP00000371054	0	PF00049.17	161	Hs_ps13-17	E
ENSP00000371054	62	PF00049.17	161	Hs_ps13-17	H
ENSP00000371054	99	PF00049.17	161	Hs_ps13-17	L
ENSP00000381760	0	PF00612.26	18	Hs_ps13-17	E
ENSP00000381760	18	PF00612.26	18	Hs_ps13-17	H
ENSP00000381760	0	PF00612.26	18	Hs_ps13-17	L
ENSP00000381760	0	PF00612.26	11	Hs_ps13-17	E
ENSP00000381760	11	PF00612.26	11	Hs_ps13-17	H
ENSP00000381760	0	PF00612.26	11	Hs_ps13-17	L
ENSP00000284292	0	PF00612.26	19	Hs_ps13-17	E
ENSP00000284292	10	PF00612.26	19	Hs_ps13-17	H
ENSP00000284292	9	PF00612.26	19	Hs_ps13-17	L
ENSP00000354566	0	PF02189.14	19	Hs_ps13-17	E
ENSP00000354566	0	PF02189.14	19	Hs_ps13-17	H
ENSP00000354566	19	PF02189.14	19	Hs_ps13-17	L
ENSP00000327786	6	PF15005.5	145	Hs_ps13-17	E
ENSP00000327786	88	PF15005.5	145	Hs_ps13-17	H
ENSP00000327786	51	PF15005.5	145	Hs_ps13-17	L
ENSP00000293405	2	PF15005.5	145	Hs_ps13-17	E
ENSP00000293405	103	PF15005.5	145	Hs_ps13-17	H
ENSP00000293405	40	PF15005.5	145	Hs_ps13-17	L
ENSP00000438895	5	PF15005.5	143	Hs_ps13-17	E
ENSP00000438895	96	PF15005.5	143	Hs_ps13-17	H
ENSP00000438895	42	PF15005.5	143	Hs_ps13-17	L
ENSP00000378712	27	PF15005.5	141	Hs_ps13-17	E
ENSP00000378712	72	PF15005.5	141	Hs_ps13-17	H
ENSP00000378712	42	PF15005.5	141	Hs_ps13-17	L
ENSP00000327786	45	PF16706.4	87	Hs_ps13-17	E
ENSP00000327786	0	PF16706.4	87	Hs_ps13-17	H
ENSP00000327786	42	PF16706.4	87	Hs_ps13-17	L
ENSP00000371715	51	PF01419.16	98	Hs_ps13-17	E
ENSP00000371715	0	PF01419.16	98	Hs_ps13-17	H
ENSP00000371715	47	PF01419.16	98	Hs_ps13-17	L
ENSP00000342162	0	PF15038.5	175	Hs_ps13-17	E
ENSP00000342162	143	PF15038.5	175	Hs_ps13-17	H
ENSP00000342162	32	PF15038.5	175	Hs_ps13-17	L
ENSP00000316130	6	PF10541.8	53	Hs_ps13-17	E
ENSP00000316130	18	PF10541.8	53	Hs_ps13-17	H
ENSP00000316130	29	PF10541.8	53	Hs_ps13-17	L
ENSP00000381468	13	PF00050.20	45	Hs_ps13-17	E
ENSP00000381468	0	PF00050.20	45	Hs_ps13-17	H
ENSP00000381468	32	PF00050.20	45	Hs_ps13-17	L
ENSP00000407497	7	PF00050.20	37	Hs_ps13-17	E
ENSP00000407497	7	PF00050.20	37	Hs_ps13-17	H
ENSP00000407497	23	PF00050.20	37	Hs_ps13-17	L
ENSP00000407497	7	PF07648.14	36	Hs_ps13-17	E
ENSP00000407497	7	PF07648.14	36	Hs_ps13-17	H
ENSP00000407497	22	PF07648.14	36	Hs_ps13-17	L
ENSP00000381468	13	PF07648.14	43	Hs_ps13-17	E
ENSP00000381468	0	PF07648.14	43	Hs_ps13-17	H
ENSP00000381468	30	PF07648.14	43	Hs_ps13-17	L
ENSP00000330720	0	PF13885.5	41	Hs_ps13-17	E
ENSP00000330720	0	PF13885.5	41	Hs_ps13-17	H
ENSP00000330720	41	PF13885.5	41	Hs_ps13-17	L
ENSP00000330720	0	PF13885.5	43	Hs_ps13-17	E
ENSP00000330720	0	PF13885.5	43	Hs_ps13-17	H
ENSP00000330720	43	PF13885.5	43	Hs_ps13-17	L
ENSP00000330720	0	PF13885.5	43	Hs_ps13-17	E
ENSP00000330720	0	PF13885.5	43	Hs_ps13-17	H
ENSP00000330720	43	PF13885.5	43	Hs_ps13-17	L
ENSP00000419705	12	PF15033.5	122	Hs_ps13-17	E
ENSP00000419705	56	PF15033.5	122	Hs_ps13-17	H
ENSP00000419705	54	PF15033.5	122	Hs_ps13-17	L
ENSP00000485957	0	PF15152.5	74	Hs_ps13-17	E
ENSP00000485957	0	PF15152.5	74	Hs_ps13-17	H
ENSP00000485957	74	PF15152.5	74	Hs_ps13-17	L
ENSP00000457704	9	PF01352.26	41	Hs_ps13-17	E
ENSP00000457704	27	PF01352.26	41	Hs_ps13-17	H
ENSP00000457704	5	PF01352.26	41	Hs_ps13-17	L
ENSP00000457704	17	PF01352.26	41	Hs_ps13-17	E
ENSP00000457704	9	PF01352.26	41	Hs_ps13-17	H
ENSP00000457704	15	PF01352.26	41	Hs_ps13-17	L
ENSP00000345797	16	PF01352.26	41	Hs_ps13-17	E
ENSP00000345797	15	PF01352.26	41	Hs_ps13-17	H
ENSP00000345797	10	PF01352.26	41	Hs_ps13-17	L
ENSP00000385560	10	PF01352.26	41	Hs_ps13-17	E
