protein	age	num_domains	total_domain_length	protein_length
ENSP00000478070	Hs_ps1-2	2	127	425
None_protein764434	Hs_igen	0	0	64
ENSP00000245796	Hs_ps1-2	3	263	1056
ENSP00000409664	Hs_ps1-2	5	391	1181
None_protein615902	Hs_igen	0	0	48
Hs_rnd_gnm1_181538	Hs_rand	0	0	45
ENSP00000366654	Hs_ps1-2	1	254	313
None_protein862586	Hs_igen	0	0	152
Raj_Hs_2194	Hs_ps31	0	0	76
None_protein1063477	Hs_igen	0	0	45
None_protein1010648	Hs_igen	0	0	274
Hs_rnd_gnm7_1054526	Hs_rand	0	0	95
None_protein599331	Hs_igen	0	0	58
None_protein1107464	Hs_igen	0	0	64
ENSP00000320797	Hs_ps1-2	1	211	453
None_protein100515	Hs_igen	0	0	45
None_protein288495	Hs_igen	0	0	54
None_protein865004	Hs_igen	0	0	55
Hs_rnd_gnm5_1284356	Hs_rand	0	0	61
ENSP00000436042	Hs_ps1-2	8	737	950
Hs_rnd_gnm5_166825	Hs_rand	0	0	74
None_protein1048716	Hs_igen	0	0	54
None_protein479479	Hs_igen	0	0	63
None_protein844865	Hs_igen	0	0	53
None_protein1068740	Hs_igen	0	0	70
None_protein609418	Hs_igen	0	0	52
None_protein80033	Hs_igen	0	0	46
ENSP00000362027	Hs_ps1-2	4	140	504
ENSP00000482512	Hs_ps13-17	1	120	175
ENSP00000243611	Hs_ps1-2	3	135	252
ENSP00000216832	Hs_ps1-2	2	255	717
ENSP00000304769	Hs_ps1-2	12	217	595
ENSP00000350928	Hs_ps1-2	2	366	594
Hs_rnd_gnm9_1038449	Hs_rand	0	0	56
Hs_rnd_gnm8_489320	Hs_rand	0	0	89
ENSP00000298351	Hs_ps1-2	3	596	806
Hs_rnd_gnm2_382200	Hs_rand	0	0	42
None_protein1172968	Hs_igen	0	0	109
Hs_rnd_gnm7_1212059	Hs_rand	0	0	229
ENSP00000380440	Hs_ps1-2	1	46	200
ENSP00000345659	Hs_ps1-2	1	254	264
Hs_rnd_gnm4_136537	Hs_rand	0	0	72
ENSP00000492570	Hs_ps13-17	1	39	286
ENSP00000479241	Hs_ps1-2	19	642	884
ENSP00000479240	Hs_ps13-17	3	134	228
ENSP00000479243	Hs_ps13-17	1	102	205
ENSP00000346874	Hs_ps1-2	3	362	515
Hs_rnd_gnm9_603748	Hs_rand	0	0	64
None_protein949217	Hs_igen	0	0	67
Hs_rnd_gnm10_1146487	Hs_rand	0	0	67
None_protein1192710	Hs_igen	0	0	110
ENSP00000449535	Hs_ps1-2	3	570	686
ENSP00000260598	Hs_ps1-2	1	285	298
ENSP00000324124	Hs_ps1-2	1	58	67
Hs_rnd_gnm1_260463	Hs_rand	0	0	42
ENSP00000335503	Hs_ps31	1	49	56
ENSP00000307860	Hs_ps20-21	0	0	104
Hs_rnd_gnm6_131430	Hs_rand	0	0	47
Hs_JP201901_371	Hs_ps1-2	0	0	69
ENSP00000447852	Hs_ps1-2	3	349	575
None_protein1052332	Hs_igen	0	0	89
vdp2013_S4_737	Hs_ps31	0	0	69
Hs_rnd_gnm4_306786	Hs_rand	0	0	49
vdp2013_S4_454	Hs_ps31	0	0	141
Hs_rnd_gnm10_653521	Hs_rand	0	0	92
Hs_rnd_gnm6_59952	Hs_rand	0	0	55
ENSP00000331691	Hs_ps13-17	1	225	245
Hs_rnd_gnm8_920255	Hs_rand	0	0	50
vdp2013_S4_455	Hs_ps31	0	0	65
ENSP00000240050	Hs_ps1-2	1	300	385
ENSP00000402280	Hs_ps1-2	3	285	555
ENSP00000236709	Hs_ps1-2	2	239	340
Baz_Hs_113	Hs_ps31	0	0	42
None_protein1185488	Hs_igen	0	0	41
ENSP00000356433	Hs_ps1-2	2	265	406
None_protein63228	Hs_igen	0	0	40
ENSP00000356438	Hs_ps1-2	2	334	604
ENSP00000436604	Hs_ps1-2	3	349	578
ENSP00000343376	Hs_ps1-2	0	0	560
ENSP00000448112	Hs_ps1-2	25	450	944
ENSP00000476225	Hs_ps13-17	0	0	50
ENSP00000325525	Hs_ps13-17	4	239	455
ENSP00000218068	Hs_ps20-21	1	97	102
ENSP00000194530	Hs_ps1-2	2	311	418
Hs_rnd_gnm4_729688	Hs_rand	0	0	124
None_protein1246269	Hs_igen	0	0	118
None_protein101264	Hs_igen	0	0	49
Hs_rnd_gnm10_843137	Hs_rand	0	0	104
Raj_Hs_3103	Hs_ps31	0	0	78
Raj_Hs_3102	Hs_ps31	0	0	56
None_protein691942	Hs_igen	0	0	43
Hs_rnd_gnm6_557261	Hs_rand	0	0	41
None_protein423700	Hs_igen	0	0	146
ENSP00000475270	Hs_ps31	2	91	118
None_protein992296	Hs_igen	0	0	48
ENSP00000274364	Hs_ps1-2	5	488	1575
ENSP00000366828	Hs_ps1-2	1	302	316
ENSP00000312286	Hs_ps1-2	1	113	148
ENSP00000490456	Hs_ps13-17	4	133	190
ENSP00000365320	Hs_ps13-17	2	139	146
None_protein583434	Hs_igen	0	0	80
ENSP00000262127	Hs_ps1-2	1	157	659
ENSP00000446818	Hs_ps20-21	0	0	162
ENSP00000450095	Hs_ps13-17	1	61	89
Hs_rnd_gnm7_842393	Hs_rand	0	0	49
ENSP00000325748	Hs_ps1-2	2	250	426
Hs_rnd_gnm4_62424	Hs_rand	0	0	58
None_protein82302	Hs_igen	0	0	41
ENSP00000303570	Hs_ps1-2	8	116	441
ENSP00000263734	Hs_ps1-2	8	243	870
None_protein700615	Hs_igen	0	0	53
None_protein754507	Hs_igen	0	0	58
ENSP00000263733	Hs_ps1-2	1	207	409
None_protein153313	Hs_igen	0	0	48
Hs_rnd_gnm3_102309	Hs_rand	0	0	50
None_protein672503	Hs_igen	0	0	90
ENSP00000343885	Hs_ps1-2	1	182	334
Hs_rnd_gnm4_1302043	Hs_rand	0	0	51
None_protein1076128	Hs_igen	0	0	53
Hs_rnd_gnm9_1041544	Hs_rand	0	0	57
None_protein988773	Hs_igen	0	0	41
None_protein298795	Hs_igen	2	160	165
Hs_rnd_gnm8_1097874	Hs_rand	0	0	174
None_protein775781	Hs_igen	0	0	117
ENSP00000283415	Hs_ps1-2	2	162	534
Hs_rnd_gnm7_971261	Hs_rand	0	0	93
None_protein935061	Hs_igen	0	0	162
None_protein377940	Hs_igen	0	0	43
ENSP00000397453	Hs_ps1-2	1	133	191
ENSP00000297623	Hs_ps13-17	1	261	262
ENSP00000491327	Hs_ps13-17	1	267	479
None_protein478244	Hs_igen	0	0	43
None_protein243972	Hs_igen	0	0	87
None_protein1095385	Hs_igen	0	0	71
ENSP00000492367	Hs_ps20-21	1	75	97
None_protein402617	Hs_igen	0	0	121
None_protein243979	Hs_igen	0	0	42
ENSP00000433233	Hs_ps1-2	2	68	828
None_protein492882	Hs_igen	0	0	83
None_protein44050	Hs_igen	0	0	65
ENSP00000309141	Hs_ps1-2	1	45	253
None_protein954152	Hs_igen	0	0	59
None_protein369762	Hs_igen	0	0	45
Hs_rnd_gnm3_1046918	Hs_rand	0	0	48
ENSP00000334922	Hs_ps20-21	4	145	154
ENSP00000363018	Hs_ps1-2	1	186	217
None_protein126605	Hs_igen	0	0	44
Hs_rnd_gnm3_594775	Hs_rand	0	0	51
ENSP00000264818	Hs_ps1-2	4	544	1187
Raj_Hs_1500	Hs_ps31	0	0	51
Raj_Hs_1050	Hs_ps31	0	0	98
Hs_rnd_gnm10_136437	Hs_rand	0	0	41
Raj_Hs_1056	Hs_ps31	0	0	0
Raj_Hs_1506	Hs_ps31	0	0	76
ENSP00000476821	Hs_ps20-21	3	112	370
Raj_Hs_351	Hs_ps31	0	0	85
Hs_rnd_gnm1_673070	Hs_rand	0	0	52
Raj_Hs_608	Hs_ps31	0	0	42
Raj_Hs_609	Hs_ps31	0	0	58
Hs_rnd_gnm5_262753	Hs_rand	0	0	122
Hs_rnd_gnm6_564459	Hs_rand	0	0	68
vdp2013_S4_269	Hs_ps31	0	0	171
vdp2013_S4_268	Hs_ps31	0	0	123
ENSP00000345487	Hs_ps13-17	1	130	136
Hs_rnd_gnm3_576083	Hs_rand	0	0	100
Hs_rnd_gnm1_1154788	Hs_rand	0	0	159
vdp2013_S4_260	Hs_ps31	0	0	53
vdp2013_S4_263	Hs_ps31	0	0	57
None_protein894510	Hs_igen	0	0	51
vdp2013_S4_265	Hs_ps31	0	0	49
vdp2013_S4_267	Hs_ps31	0	0	44
vdp2013_S4_266	Hs_ps31	0	0	40
ENSP00000347581	Hs_ps1-2	1	133	422
ENSP00000384117	Hs_ps13-17	1	183	317
ENSP00000372155	Hs_ps1-2	2	179	250
ENSP00000442127	Hs_ps31	4	329	330
None_protein1115527	Hs_igen	0	0	133
vdp2013_S4_1077	Hs_ps31	0	0	71
Hs_rnd_gnm3_706922	Hs_rand	0	0	57
ENSP00000359510	Hs_ps1-2	2	255	1515
ENSP00000395219	Hs_ps20-21	1	81	130
None_protein269059	Hs_igen	0	0	72
vdp2013_S4_1027	Hs_ps31	0	0	66
vdp2013_S4_1026	Hs_ps31	0	0	92
vdp2013_S4_1025	Hs_ps31	0	0	52
vdp2013_S4_1024	Hs_ps31	0	0	76
vdp2013_S4_1023	Hs_ps31	0	0	47
vdp2013_S4_1021	Hs_ps31	0	0	70
vdp2013_S4_1020	Hs_ps31	0	0	82
vdp2013_S4_1029	Hs_ps31	0	0	41
vdp2013_S4_1028	Hs_ps31	0	0	52
vdp2013_S4_888	Hs_ps31	0	0	41
vdp2013_S4_885	Hs_ps31	0	0	50
vdp2013_S4_884	Hs_ps31	0	0	83
vdp2013_S4_887	Hs_ps31	0	0	48
vdp2013_S4_886	Hs_ps31	0	0	42
vdp2013_S4_880	Hs_ps31	0	0	41
vdp2013_S4_883	Hs_ps31	0	0	40
Hs_rnd_gnm9_781031	Hs_rand	0	0	88
None_protein689972	Hs_igen	0	0	66
ENSP00000295083	Hs_ps1-2	1	55	202
ENSP00000265070	Hs_ps1-2	1	211	298
ENSP00000265073	Hs_ps1-2	1	51	127
None_protein1065774	Hs_igen	0	0	48
Hs_rnd_gnm1_579910	Hs_rand	0	0	41
Hs_rnd_gnm8_970206	Hs_rand	0	0	82
Hs_rnd_gnm5_271750	Hs_rand	0	0	48
ENSP00000362820	Hs_ps1-2	1	65	164
None_protein864336	Hs_igen	0	0	48
None_protein372460	Hs_igen	0	0	73
None_protein802534	Hs_igen	0	0	150
None_protein1240956	Hs_igen	0	0	45
ENSP00000347906	Hs_ps1-2	6	132	433
ENSP00000412457	Hs_ps13-17	1	78	175
None_protein874416	Hs_igen	0	0	100
ENSP00000229243	Hs_ps13-17	1	239	543
Hs_rnd_gnm7_553814	Hs_rand	0	0	48
None_protein334327	Hs_igen	0	0	45
Hs_rnd_gnm7_706466	Hs_rand	0	0	73
Raj_Hs_2819	Hs_ps31	0	0	94
None_protein869870	Hs_igen	0	0	48
None_protein657110	Hs_igen	0	0	44
ENSP00000489814	Hs_ps1-2	1	99	333
ENSP00000329292	Hs_ps13-17	1	94	184
ENSP00000218230	Hs_ps20-21	1	189	260
None_protein409694	Hs_igen	0	0	42
None_protein458590	Hs_igen	0	0	80
Hs_rnd_gnm8_350426	Hs_rand	0	0	40
None_protein802847	Hs_igen	0	0	119
Hs_rnd_gnm6_1108928	Hs_rand	0	0	117
Hs_rnd_gnm7_824869	Hs_rand	0	0	45
ENSP00000255266	Hs_ps1-2	3	556	860
ENSP00000264657	Hs_ps1-2	4	637	770
ENSP00000286692	Hs_ps1-2	1	223	266
Hs_JP201901_328	Hs_ps31	0	0	51
ENSP00000361859	Hs_ps20-21	1	123	183
Hs_JP201901_323	Hs_ps20-21	0	0	115
Hs_JP201901_320	Hs_ps31	0	0	45
Hs_JP201901_321	Hs_ps1-2	0	0	203
Hs_JP201901_324	Hs_ps31	0	0	46
Hs_JP201901_325	Hs_ps20-21	0	0	119
Hs_rnd_gnm5_766877	Hs_rand	0	0	93
ENSP00000268712	Hs_ps1-2	2	132	2440
None_protein61509	Hs_igen	0	0	91
None_protein1201800	Hs_igen	0	0	87
Hs_rnd_gnm10_922118	Hs_rand	0	0	49
ENSP00000259396	Hs_ps13-17	1	139	201
Hs_rnd_gnm3_1129750	Hs_rand	0	0	51
Hs_rnd_gnm8_624643	Hs_rand	0	0	69
ENSP00000363972	Hs_ps1-2	1	207	224
Hs_rnd_gnm3_561831	Hs_rand	0	0	82
None_protein1149486	Hs_igen	0	0	48
None_protein706864	Hs_igen	0	0	97
None_protein877062	Hs_igen	0	0	48
Raj_Hs_2424	Hs_ps31	0	0	48
Hs_rnd_gnm2_679644	Hs_rand	0	0	56
Raj_Hs_2429	Hs_ps31	0	0	66
ENSP00000490845	Hs_ps31	0	0	101
Raj_Hs_1990	Hs_ps31	0	0	44
Raj_Hs_1335	Hs_ps31	0	0	53
Raj_Hs_1332	Hs_ps31	0	0	49
ENSP00000311837	Hs_ps1-2	1	79	539
ENSP00000217320	Hs_ps1-2	1	134	215
None_protein575313	Hs_igen	0	0	56
Raj_Hs_1339	Hs_ps31	0	0	69
None_protein297577	Hs_igen	1	54	92
Hs_rnd_gnm5_1088243	Hs_rand	0	0	234
None_protein645938	Hs_igen	0	0	47
None_protein242510	Hs_igen	0	0	45
ENSP00000386280	Hs_ps13-17	1	266	343
None_protein866629	Hs_igen	0	0	55
ENSP00000326219	Hs_ps1-2	3	240	278
Hs_rnd_gnm10_1155399	Hs_rand	0	0	167
None_protein379796	Hs_igen	0	0	139
vdp2013_S4_597	Hs_ps31	0	0	43
None_protein580760	Hs_igen	0	0	92
Hs_rnd_gnm5_456357	Hs_rand	0	0	64
Raj_Hs_1148	Hs_ps31	0	0	44
None_protein232579	Hs_igen	0	0	81
None_protein739121	Hs_igen	0	0	52
vdp2013_S4_284	Hs_ps31	0	0	51
None_protein528916	Hs_igen	0	0	45
ENSP00000315006	Hs_ps1-2	3	389	658
vdp2013_S4_591	Hs_ps31	0	0	96
ENSP00000304604	Hs_ps1-2	7	406	1481
Hs_rnd_gnm1_1300102	Hs_rand	0	0	131
vdp2013_S4_590	Hs_ps31	0	0	44
ENSP00000300738	Hs_ps1-2	3	680	792
vdp2013_S4_611	Hs_ps31	0	0	45
ENSP00000239449	Hs_ps1-2	7	609	798
vdp2013_S4_229	Hs_ps31	0	0	45
Hs_rnd_gnm8_290056	Hs_rand	0	0	70
ENSP00000239440	Hs_ps1-2	7	574	1544
vdp2013_S4_228	Hs_ps31	0	0	65
ENSP00000366248	Hs_ps13-17	1	16	105
None_protein930735	Hs_igen	0	0	88
ENSP00000348145	Hs_ps20-21	0	0	122
None_protein116668	Hs_igen	0	0	57
Hs_rnd_gnm1_826364	Hs_rand	0	0	42
Hs_rnd_gnm9_235680	Hs_rand	0	0	53
ENSP00000283629	Hs_ps1-2	1	201	540
Hs_rnd_gnm1_1056563	Hs_rand	0	0	98
Hs_rnd_gnm5_382018	Hs_rand	0	0	50
None_protein1086010	Hs_igen	0	0	132
Hs_rnd_gnm9_1294725	Hs_rand	0	0	40
Hs_rnd_gnm7_848389	Hs_rand	0	0	77
ENSP00000297819	Hs_ps13-17	1	242	244
None_protein639925	Hs_igen	0	0	65
vdp2013_S4_748	Hs_ps31	0	0	59
vdp2013_S4_749	Hs_ps31	0	0	85
vdp2013_S4_746	Hs_ps31	0	0	48
vdp2013_S4_747	Hs_ps31	0	0	86
vdp2013_S4_744	Hs_ps31	0	0	44
None_protein555064	Hs_igen	0	0	54
vdp2013_S4_742	Hs_ps20-21	0	0	155
vdp2013_S4_743	Hs_ps31	0	0	138
vdp2013_S4_740	Hs_ps31	0	0	57
ENSP00000492557	Hs_ps20-21	1	76	150
ENSP00000492552	Hs_ps31	0	0	76
None_protein643574	Hs_igen	0	0	57
Hs_rnd_gnm8_807364	Hs_rand	0	0	43
Raj_Hs_2220	Hs_ps31	0	0	44
ENSP00000346892	Hs_ps1-2	1	36	110
None_protein432568	Hs_igen	0	0	65
None_protein147279	Hs_igen	0	0	51
ENSP00000309606	Hs_ps1-2	14	174	720
Raj_Hs_2730	Hs_ps31	0	0	42
None_protein1052685	Hs_igen	0	0	48
ENSP00000455298	Hs_ps13-17	3	319	625
Hs_rnd_gnm5_1020755	Hs_rand	0	0	73
Hs_rnd_gnm6_1141737	Hs_rand	0	0	131
ENSP00000270642	Hs_ps1-2	10	264	336
None_protein755365	Hs_igen	0	0	53
ENSP00000486361	Hs_ps1-2	1	79	148
ENSP00000331327	Hs_ps1-2	4	357	517
ENSP00000246515	Hs_ps13-17	2	76	103
ENSP00000256460	Hs_ps1-2	3	254	370
ENSP00000422896	Hs_ps1-2	2	270	439
None_protein1275034	Hs_igen	0	0	81
None_protein249477	Hs_igen	0	0	51
ENSP00000275517	Hs_ps13-17	1	125	252
vdp2013_S4_679	Hs_ps31	0	0	56
None_protein936819	Hs_igen	0	0	44
Hs_rnd_gnm6_91522	Hs_rand	0	0	52
ENSP00000332433	Hs_ps1-2	14	264	491
None_protein711353	Hs_igen	0	0	108
ENSP00000301956	Hs_ps1-2	2	481	577
None_protein321932	Hs_igen	0	0	53
Hs_JP201901_58	Hs_ps31	0	0	66
Hs_rnd_gnm4_915412	Hs_rand	0	0	92
Hs_rnd_gnm6_1156623	Hs_rand	0	0	87
ENSP00000479919	Hs_ps1-2	5	315	394
None_protein362339	Hs_igen	0	0	53
Hs_rnd_gnm8_346499	Hs_rand	0	0	47
None_protein504230	Hs_igen	0	0	46
None_protein1197513	Hs_igen	0	0	73
Raj_Hs_3298	Hs_ps31	0	0	51
ENSP00000371394	Hs_ps1-2	2	202	401
Hs_JP201901_212	Hs_ps31	0	0	109
None_protein902906	Hs_igen	0	0	64
ENSP00000343314	Hs_ps13-17	1	45	92
ENSP00000325508	Hs_ps20-21	1	111	147
ENSP00000476795	Hs_ps1-2	9	339	597
vdp2013_S4_1254	Hs_ps31	0	0	93
vdp2013_S4_1255	Hs_ps20-21	0	0	71
vdp2013_S4_1256	Hs_ps31	0	0	66
None_protein671243	Hs_igen	0	0	49
vdp2013_S4_1250	Hs_ps31	0	0	46
Hs_rnd_gnm5_595867	Hs_rand	0	0	42
vdp2013_S4_1252	Hs_ps31	0	0	331
ENSP00000273173	Hs_ps1-2	2	381	594
Hs_rnd_gnm1_838118	Hs_rand	0	0	84
None_protein1253647	Hs_igen	0	0	46
None_protein938424	Hs_igen	0	0	82
Hs_rnd_gnm4_889818	Hs_rand	0	0	89
Hs_JP201901_218	Hs_ps31	0	0	59
ENSP00000265713	Hs_ps1-2	3	280	2004
None_protein351769	Hs_igen	0	0	55
Hs_rnd_gnm6_1012444	Hs_rand	0	0	87
None_protein605928	Hs_igen	0	0	53
ENSP00000367429	Hs_ps20-21	1	110	130
ENSP00000268150	Hs_ps1-2	3	314	387
Hs_rnd_gnm9_569915	Hs_rand	0	0	76
None_protein124704	Hs_igen	0	0	69
ENSP00000418112	Hs_ps1-2	4	817	1445
ENSP00000325546	Hs_ps1-2	6	110	500
None_protein584100	Hs_igen	0	0	46
None_protein1207451	Hs_igen	0	0	89
ENSP00000292853	Hs_ps1-2	3	214	283
Raj_Hs_3121	Hs_ps31	0	0	57
Hs_rnd_gnm10_1159428	Hs_rand	0	0	84
Raj_Hs_3124	Hs_ps31	0	0	64
None_protein253302	Hs_igen	0	0	41
ENSP00000348442	Hs_ps1-2	1	116	456
ENSP00000397843	Hs_ps31	1	61	64
None_protein888835	Hs_igen	0	0	92
Raj_Hs_2653	Hs_ps31	0	0	41
None_protein645238	Hs_igen	0	0	68
None_protein1125472	Hs_igen	0	0	114
ENSP00000369921	Hs_ps1-2	19	630	1762
ENSP00000263710	Hs_ps1-2	3	355	1538
None_protein818871	Hs_igen	0	0	100
Hs_rnd_gnm3_1240315	Hs_rand	0	0	91
Hs_rnd_gnm4_329910	Hs_rand	0	0	73
Raj_Hs_1298	Hs_ps31	0	0	45
Hs_rnd_gnm6_838460	Hs_rand	0	0	74
Raj_Hs_1290	Hs_ps31	0	0	76
ENSP00000455042	Hs_ps1-2	0	0	237
Hs_rnd_gnm1_21071	Hs_rand	0	0	42
None_protein573854	Hs_igen	0	0	123
Hs_rnd_gnm8_971343	Hs_rand	0	0	69
ENSP00000333208	Hs_ps13-17	1	95	121
None_protein1063825	Hs_igen	0	0	80
Hs_rnd_gnm3_651026	Hs_rand	0	0	51
None_protein76200	Hs_igen	0	0	41
ENSP00000369075	Hs_ps1-2	4	370	599
ENSP00000310260	Hs_ps1-2	2	188	887
ENSP00000167106	Hs_ps1-2	1	244	365
None_protein527399	Hs_igen	0	0	65
None_protein356513	Hs_igen	0	0	50
None_protein1202746	Hs_igen	0	0	42
Baz_Hs_202	Hs_ps31	0	0	52
Hs_rnd_gnm8_695484	Hs_rand	0	0	65
Hs_rnd_gnm5_634146	Hs_rand	0	0	49
Raj_Hs_1075	Hs_ps31	0	0	160
ENSP00000402855	Hs_ps13-17	0	0	311
ENSP00000361580	Hs_ps1-2	16	158	315
Raj_Hs_1072	Hs_ps31	0	0	43
Hs_rnd_gnm6_581574	Hs_rand	0	0	41
None_protein413399	Hs_igen	0	0	43
None_protein1135946	Hs_igen	0	0	72
Raj_Hs_379	Hs_ps31	0	0	119
ENSP00000327585	Hs_ps1-2	3	273	312
ENSP00000380635	Hs_ps1-2	1	170	197
vdp2013_S4_242	Hs_ps31	0	0	48
vdp2013_S4_241	Hs_ps31	0	0	59
vdp2013_S4_536	Hs_ps31	0	0	49
vdp2013_S4_531	Hs_ps31	0	0	52
vdp2013_S4_530	Hs_ps31	0	0	53
vdp2013_S4_245	Hs_ps31	0	0	48
vdp2013_S4_532	Hs_ps31	0	0	40
vdp2013_S4_249	Hs_ps31	0	0	42
vdp2013_S4_248	Hs_ps31	0	0	84
vdp2013_S4_539	Hs_ps31	0	0	42
vdp2013_S4_538	Hs_ps31	0	0	47
None_protein63740	Hs_igen	0	0	45
ENSP00000388454	Hs_ps1-2	1	24	100
ENSP00000341368	Hs_ps13-17	0	0	1188
Hs_JP201901_397	Hs_ps31	0	0	65
Hs_rnd_gnm2_740347	Hs_rand	0	0	54
ENSP00000256593	Hs_ps1-2	3	174	218
None_protein865762	Hs_igen	0	0	72
vdp2013_S4_69	Hs_ps31	0	0	55
Hs_rnd_gnm3_921191	Hs_rand	0	0	65
vdp2013_S4_62	Hs_ps31	0	0	75
vdp2013_S4_63	Hs_ps31	0	0	50
vdp2013_S4_60	Hs_ps31	0	0	52
vdp2013_S4_66	Hs_ps31	0	0	76
vdp2013_S4_67	Hs_ps31	0	0	45
vdp2013_S4_65	Hs_ps31	0	0	156
ENSP00000357736	Hs_ps20-21	1	96	98
ENSP00000357737	Hs_ps31	1	68	73
ENSP00000367197	Hs_ps1-2	7	81	276
None_protein222692	Hs_igen	0	0	50
ENSP00000357733	Hs_ps20-21	0	0	116
None_protein1234844	Hs_igen	0	0	42
Hs_rnd_gnm8_314520	Hs_rand	0	0	40
ENSP00000206020	Hs_ps1-2	1	61	227
None_protein600732	Hs_igen	0	0	69
ENSP00000251810	Hs_ps1-2	1	267	351
None_protein70322	Hs_igen	0	0	65
Hs_rnd_gnm10_706797	Hs_rand	0	0	81
vdp2013_S4_1000	Hs_ps31	0	0	85
vdp2013_S4_1003	Hs_ps31	0	0	56
vdp2013_S4_1005	Hs_ps31	0	0	50
ENSP00000362618	Hs_ps1-2	2	137	200
vdp2013_S4_1009	Hs_ps31	0	0	92
Hs_rnd_gnm8_1234445	Hs_rand	0	0	93
Raj_Hs_888	Hs_ps31	0	0	61
ENSP00000380099	Hs_ps20-21	1	96	234
Hs_rnd_gnm4_1122554	Hs_rand	0	0	80
ENSP00000456026	Hs_ps13-17	0	0	107
ENSP00000366050	Hs_ps13-17	1	35	194
None_protein118725	Hs_igen	0	0	74
ENSP00000296776	Hs_ps13-17	1	231	243
ENSP00000363694	Hs_ps1-2	4	297	900
None_protein233746	Hs_igen	0	0	122
None_protein1220798	Hs_igen	0	0	67
None_protein665223	Hs_igen	0	0	74
None_protein674204	Hs_igen	1	143	179
Hs_rnd_gnm7_1232238	Hs_rand	0	0	67
ENSP00000296238	Hs_ps13-17	1	78	79
Hs_rnd_gnm5_113632	Hs_rand	0	0	40
ENSP00000353639	Hs_ps20-21	1	44	153
Hs_rnd_gnm9_661685	Hs_rand	0	0	43
Hs_rnd_gnm8_797724	Hs_rand	0	0	56
Hs_rnd_gnm9_881989	Hs_rand	0	0	40
Hs_rnd_gnm4_705038	Hs_rand	0	0	70
ENSP00000244333	Hs_ps13-17	2	135	346
None_protein1087911	Hs_igen	0	0	54
Hs_rnd_gnm9_717051	Hs_rand	0	0	41
ENSP00000258390	Hs_ps1-2	4	937	2186
vdp2013_S4_917	Hs_ps31	0	0	52
Hs_rnd_gnm9_1097870	Hs_rand	0	0	104
ENSP00000364752	Hs_ps13-17	0	0	81
ENSP00000481476	Hs_ps1-2	1	133	588
ENSP00000271857	Hs_ps1-2	2	461	811
Hs_rnd_gnm10_375772	Hs_rand	0	0	44
Hs_rnd_gnm2_1265658	Hs_rand	0	0	83
Hs_rnd_gnm5_85987	Hs_rand	0	0	68
Hs_rnd_gnm9_509643	Hs_rand	0	0	40
ENSP00000361871	Hs_ps13-17	1	43	111
None_protein659268	Hs_igen	0	0	50
Hs_rnd_gnm2_1167818	Hs_rand	0	0	98
ENSP00000375073	Hs_ps20-21	0	0	236
ENSP00000319250	Hs_ps13-17	1	259	368
ENSP00000425840	Hs_ps1-2	7	132	438
ENSP00000387641	Hs_ps1-2	1	162	1236
Hs_rnd_gnm2_728552	Hs_rand	0	0	48
ENSP00000308714	Hs_ps1-2	3	274	314
ENSP00000262746	Hs_ps1-2	3	177	199
Hs_rnd_gnm4_476329	Hs_rand	0	0	53
None_protein1162307	Hs_igen	0	0	50
ENSP00000473204	Hs_ps13-17	1	51	72
Hs_rnd_gnm5_1242061	Hs_rand	0	0	45
ENSP00000420658	Hs_ps1-2	1	90	151
ENSP00000420659	Hs_ps1-2	9	348	875
ENSP00000252593	Hs_ps20-21	1	87	180
ENSP00000409231	Hs_ps1-2	1	233	418
ENSP00000294066	Hs_ps1-2	3	553	820
None_protein673803	Hs_igen	0	0	46
None_protein1005391	Hs_igen	0	0	46
ENSP00000490829	Hs_ps13-17	0	0	324
Raj_Hs_2407	Hs_ps31	0	0	130
None_protein58077	Hs_igen	0	0	51
None_protein698915	Hs_igen	0	0	63
ENSP00000490796	Hs_ps20-21	0	0	132
None_protein451921	Hs_igen	0	0	43
None_protein641215	Hs_igen	0	0	41
ENSP00000318352	Hs_ps20-21	1	126	127
Hs_rnd_gnm8_1289782	Hs_rand	0	0	84
ENSP00000310670	Hs_ps1-2	2	168	923
ENSP00000351075	Hs_ps1-2	4	387	822
ENSP00000326238	Hs_ps1-2	1	257	299
ENSP00000356634	Hs_ps1-2	5	442	1791
Hs_rnd_gnm9_139693	Hs_rand	0	0	46
ENSP00000430733	Hs_ps1-2	42	2944	3565
Hs_rnd_gnm6_1173842	Hs_rand	0	0	70
None_protein1075887	Hs_igen	0	0	44
ENSP00000328694	Hs_ps1-2	1	165	268
vdp2013_S4_411	Hs_ps31	0	0	54
Hs_rnd_gnm5_1169053	Hs_rand	0	0	73
vdp2013_S4_416	Hs_ps31	0	0	112
None_protein784489	Hs_igen	0	0	41
ENSP00000334681	Hs_ps20-21	1	29	70
vdp2013_S4_417	Hs_ps31	0	0	42
ENSP00000440905	Hs_ps1-2	1	49	459
None_protein280607	Hs_igen	0	0	48
Hs_rnd_gnm2_1271567	Hs_rand	0	0	47
ENSP00000382592	Hs_ps31	0	0	238
ENSP00000330945	Hs_ps1-2	1	193	235
Hs_rnd_gnm1_1224364	Hs_rand	0	0	64
Hs_rnd_gnm9_1016600	Hs_rand	0	0	107
None_protein935567	Hs_igen	0	0	52
vdp2013_S4_188	Hs_ps31	0	0	86
vdp2013_S4_189	Hs_ps31	0	0	60
