protein	number_letter	stretch_num	length	group	letter
Hs_rnd_gnm2_577016	28	1	47	Hs_rand	L
Hs_rnd_gnm3_651089	10	1	46	Hs_rand	E
Hs_rnd_gnm3_651089	18	1	46	Hs_rand	H
Hs_rnd_gnm3_651089	18	1	46	Hs_rand	L
None_protein214743	6	1	24	Hs_igen	E
None_protein214743	3	1	24	Hs_igen	H
None_protein214743	15	1	24	Hs_igen	L
None_protein214743	46	2	74	Hs_igen	E
None_protein214743	0	2	74	Hs_igen	H
None_protein214743	28	2	74	Hs_igen	L
Raj_Hs_2817	2	1	46	Hs_ps20-21	E
Raj_Hs_2817	0	1	46	Hs_ps20-21	H
Raj_Hs_2817	44	1	46	Hs_ps20-21	L
Hs_rnd_gnm6_351720	2	1	43	Hs_rand	E
Hs_rnd_gnm6_351720	24	1	43	Hs_rand	H
Hs_rnd_gnm6_351720	17	1	43	Hs_rand	L
Hs_rnd_gnm5_996749	15	1	126	Hs_rand	E
Hs_rnd_gnm5_996749	58	1	126	Hs_rand	H
Hs_rnd_gnm5_996749	53	1	126	Hs_rand	L
Hs_rnd_gnm8_1208544	12	1	101	Hs_rand	E
Hs_rnd_gnm8_1208544	41	1	101	Hs_rand	H
Hs_rnd_gnm8_1208544	48	1	101	Hs_rand	L
None_protein660268	14	1	70	Hs_igen	E
None_protein660268	10	1	70	Hs_igen	H
None_protein660268	46	1	70	Hs_igen	L
Hs_rnd_gnm2_807537	9	1	55	Hs_rand	E
Hs_rnd_gnm2_807537	24	1	55	Hs_rand	H
Hs_rnd_gnm2_807537	22	1	55	Hs_rand	L
Hs_rnd_gnm9_1069588	52	1	186	Hs_rand	E
Hs_rnd_gnm9_1069588	30	1	186	Hs_rand	H
Hs_rnd_gnm9_1069588	104	1	186	Hs_rand	L
Hs_rnd_gnm7_361135	18	1	73	Hs_rand	E
Hs_rnd_gnm7_361135	21	1	73	Hs_rand	H
Hs_rnd_gnm7_361135	34	1	73	Hs_rand	L
None_protein1086249	8	1	42	Hs_igen	E
None_protein1086249	0	1	42	Hs_igen	H
None_protein1086249	34	1	42	Hs_igen	L
None_protein951092	22	1	73	Hs_igen	E
None_protein951092	24	1	73	Hs_igen	H
None_protein951092	27	1	73	Hs_igen	L
ENSP00000286424	0	1	214	Hs_ps1-2	E
ENSP00000286424	196	1	214	Hs_ps1-2	H
ENSP00000286424	18	1	214	Hs_ps1-2	L
ENSP00000387307	54	1	208	Hs_ps1-2	E
ENSP00000387307	63	1	208	Hs_ps1-2	H
ENSP00000387307	91	1	208	Hs_ps1-2	L
ENSP00000387307	5	2	15	Hs_ps1-2	E
ENSP00000387307	0	2	15	Hs_ps1-2	H
ENSP00000387307	10	2	15	Hs_ps1-2	L
vdp2013_S4_225	13	1	57	Hs_ps31	E
vdp2013_S4_225	5	1	57	Hs_ps31	H
vdp2013_S4_225	39	1	57	Hs_ps31	L
vdp2013_S4_224	8	1	54	Hs_ps31	E
vdp2013_S4_224	4	1	54	Hs_ps31	H
vdp2013_S4_224	42	1	54	Hs_ps31	L
vdp2013_S4_224	3	2	3	Hs_ps31	E
vdp2013_S4_224	0	2	3	Hs_ps31	H
vdp2013_S4_224	0	2	3	Hs_ps31	L
vdp2013_S4_224	10	3	16	Hs_ps31	E
vdp2013_S4_224	0	3	16	Hs_ps31	H
vdp2013_S4_224	6	3	16	Hs_ps31	L
vdp2013_S4_595	9	1	43	Hs_ps31	E
vdp2013_S4_595	17	1	43	Hs_ps31	H
vdp2013_S4_595	17	1	43	Hs_ps31	L
None_protein528916	11	1	45	Hs_igen	E
None_protein528916	13	1	45	Hs_igen	H
None_protein528916	21	1	45	Hs_igen	L
vdp2013_S4_223	0	1	68	Hs_ps31	E
vdp2013_S4_223	43	1	68	Hs_ps31	H
vdp2013_S4_223	25	1	68	Hs_ps31	L
vdp2013_S4_222	4	1	71	Hs_ps31	E
vdp2013_S4_222	15	1	71	Hs_ps31	H
vdp2013_S4_222	52	1	71	Hs_ps31	L
ENSP00000315678	111	1	326	Hs_ps1-2	E
ENSP00000315678	12	1	326	Hs_ps1-2	H
ENSP00000315678	203	1	326	Hs_ps1-2	L
None_protein977908	5	1	85	Hs_igen	E
None_protein977908	25	1	85	Hs_igen	H
None_protein977908	55	1	85	Hs_igen	L
vdp2013_S4_228	3	1	65	Hs_ps31	E
vdp2013_S4_228	27	1	65	Hs_ps31	H
vdp2013_S4_228	35	1	65	Hs_ps31	L
vdp2013_S4_599	29	1	72	Hs_ps31	E
vdp2013_S4_599	3	1	72	Hs_ps31	H
vdp2013_S4_599	40	1	72	Hs_ps31	L
vdp2013_S4_598	2	1	50	Hs_ps31	E
vdp2013_S4_598	8	1	50	Hs_ps31	H
vdp2013_S4_598	40	1	50	Hs_ps31	L
ENSP00000348645	7	1	198	Hs_ps1-2	E
ENSP00000348645	94	1	198	Hs_ps1-2	H
ENSP00000348645	97	1	198	Hs_ps1-2	L
ENSP00000348645	200	2	418	Hs_ps1-2	E
ENSP00000348645	0	2	418	Hs_ps1-2	H
ENSP00000348645	218	2	418	Hs_ps1-2	L
ENSP00000348645	7	3	30	Hs_ps1-2	E
ENSP00000348645	13	3	30	Hs_ps1-2	H
ENSP00000348645	10	3	30	Hs_ps1-2	L
ENSP00000348645	11	4	62	Hs_ps1-2	E
ENSP00000348645	9	4	62	Hs_ps1-2	H
ENSP00000348645	42	4	62	Hs_ps1-2	L
ENSP00000348645	10	5	307	Hs_ps1-2	E
ENSP00000348645	153	5	307	Hs_ps1-2	H
ENSP00000348645	144	5	307	Hs_ps1-2	L
ENSP00000348645	0	6	5	Hs_ps1-2	E
ENSP00000348645	5	6	5	Hs_ps1-2	H
ENSP00000348645	0	6	5	Hs_ps1-2	L
ENSP00000348645	0	7	24	Hs_ps1-2	E
ENSP00000348645	24	7	24	Hs_ps1-2	H
ENSP00000348645	0	7	24	Hs_ps1-2	L
ENSP00000348645	7	8	41	Hs_ps1-2	E
ENSP00000348645	0	8	41	Hs_ps1-2	H
ENSP00000348645	34	8	41	Hs_ps1-2	L
ENSP00000350221	3	1	1010	Hs_ps1-2	E
ENSP00000350221	779	1	1010	Hs_ps1-2	H
ENSP00000350221	228	1	1010	Hs_ps1-2	L
ENSP00000350221	0	2	37	Hs_ps1-2	E
ENSP00000350221	26	2	37	Hs_ps1-2	H
ENSP00000350221	11	2	37	Hs_ps1-2	L
ENSP00000350221	14	3	104	Hs_ps1-2	E
ENSP00000350221	32	3	104	Hs_ps1-2	H
ENSP00000350221	58	3	104	Hs_ps1-2	L
None_protein323738	3	1	70	Hs_igen	E
None_protein323738	38	1	70	Hs_igen	H
None_protein323738	29	1	70	Hs_igen	L
Hs_rnd_gnm1_513953	27	1	54	Hs_rand	E
Hs_rnd_gnm1_513953	5	1	54	Hs_rand	H
Hs_rnd_gnm1_513953	22	1	54	Hs_rand	L
Hs_rnd_gnm3_732360	16	1	43	Hs_rand	E
Hs_rnd_gnm3_732360	3	1	43	Hs_rand	H
Hs_rnd_gnm3_732360	24	1	43	Hs_rand	L
None_protein344040	16	1	147	Hs_igen	E
None_protein344040	20	1	147	Hs_igen	H
None_protein344040	111	1	147	Hs_igen	L
Hs_rnd_gnm7_1157261	32	1	75	Hs_rand	E
Hs_rnd_gnm7_1157261	0	1	75	Hs_rand	H
Hs_rnd_gnm7_1157261	43	1	75	Hs_rand	L
Hs_rnd_gnm7_1157261	9	2	24	Hs_rand	E
Hs_rnd_gnm7_1157261	0	2	24	Hs_rand	H
Hs_rnd_gnm7_1157261	15	2	24	Hs_rand	L
ENSP00000417401	11	1	69	Hs_ps1-2	E
ENSP00000417401	20	1	69	Hs_ps1-2	H
ENSP00000417401	38	1	69	Hs_ps1-2	L
ENSP00000417401	70	2	171	Hs_ps1-2	E
ENSP00000417401	37	2	171	Hs_ps1-2	H
ENSP00000417401	64	2	171	Hs_ps1-2	L
ENSP00000417401	116	3	650	Hs_ps1-2	E
ENSP00000417401	193	3	650	Hs_ps1-2	H
ENSP00000417401	341	3	650	Hs_ps1-2	L
ENSP00000417401	171	4	765	Hs_ps1-2	E
ENSP00000417401	268	4	765	Hs_ps1-2	H
ENSP00000417401	326	4	765	Hs_ps1-2	L
ENSP00000417401	56	5	249	Hs_ps1-2	E
ENSP00000417401	52	5	249	Hs_ps1-2	H
ENSP00000417401	141	5	249	Hs_ps1-2	L
ENSP00000417401	68	6	495	Hs_ps1-2	E
ENSP00000417401	175	6	495	Hs_ps1-2	H
ENSP00000417401	252	6	495	Hs_ps1-2	L
ENSP00000321703	0	1	213	Hs_ps1-2	E
ENSP00000321703	206	1	213	Hs_ps1-2	H
ENSP00000321703	7	1	213	Hs_ps1-2	L
ENSP00000486197	10	1	145	Hs_ps20-21	E
ENSP00000486197	62	1	145	Hs_ps20-21	H
ENSP00000486197	73	1	145	Hs_ps20-21	L
ENSP00000425721	0	1	791	Hs_ps13-17	E
ENSP00000425721	0	1	791	Hs_ps13-17	H
ENSP00000425721	791	1	791	Hs_ps13-17	L
ENSP00000363055	0	1	277	Hs_ps13-17	E
ENSP00000363055	258	1	277	Hs_ps13-17	H
ENSP00000363055	19	1	277	Hs_ps13-17	L
Hs_rnd_gnm8_500981	97	1	195	Hs_rand	E
Hs_rnd_gnm8_500981	18	1	195	Hs_rand	H
Hs_rnd_gnm8_500981	80	1	195	Hs_rand	L
None_protein43378	22	1	116	Hs_igen	E
None_protein43378	34	1	116	Hs_igen	H
None_protein43378	60	1	116	Hs_igen	L
None_protein436155	12	1	44	Hs_igen	E
None_protein436155	11	1	44	Hs_igen	H
None_protein436155	21	1	44	Hs_igen	L
None_protein1145560	48	1	122	Hs_igen	E
None_protein1145560	0	1	122	Hs_igen	H
None_protein1145560	74	1	122	Hs_igen	L
Hs_rnd_gnm7_635581	21	1	86	Hs_rand	E
Hs_rnd_gnm7_635581	31	1	86	Hs_rand	H
Hs_rnd_gnm7_635581	34	1	86	Hs_rand	L
ENSP00000452347	17	1	47	Hs_ps13-17	E
ENSP00000452347	3	1	47	Hs_ps13-17	H
ENSP00000452347	27	1	47	Hs_ps13-17	L
ENSP00000452347	16	2	68	Hs_ps13-17	E
ENSP00000452347	7	2	68	Hs_ps13-17	H
ENSP00000452347	45	2	68	Hs_ps13-17	L
Raj_Hs_1542	8	1	51	Hs_ps31	E
Raj_Hs_1542	0	1	51	Hs_ps31	H
Raj_Hs_1542	43	1	51	Hs_ps31	L
Raj_Hs_645	3	1	52	Hs_ps31	E
Raj_Hs_645	15	1	52	Hs_ps31	H
Raj_Hs_645	34	1	52	Hs_ps31	L
Raj_Hs_646	16	1	94	Hs_ps31	E
Raj_Hs_646	40	1	94	Hs_ps31	H
Raj_Hs_646	38	1	94	Hs_ps31	L
ENSP00000333003	10	1	11	Hs_ps1-2	E
ENSP00000333003	0	1	11	Hs_ps1-2	H
ENSP00000333003	1	1	11	Hs_ps1-2	L
ENSP00000333003	85	2	234	Hs_ps1-2	E
ENSP00000333003	25	2	234	Hs_ps1-2	H
ENSP00000333003	124	2	234	Hs_ps1-2	L
ENSP00000333003	0	3	13	Hs_ps1-2	E
ENSP00000333003	11	3	13	Hs_ps1-2	H
ENSP00000333003	2	3	13	Hs_ps1-2	L
None_protein336127	11	1	88	Hs_igen	E
None_protein336127	37	1	88	Hs_igen	H
None_protein336127	40	1	88	Hs_igen	L
ENSP00000336528	9	1	66	Hs_ps1-2	E
ENSP00000336528	26	1	66	Hs_ps1-2	H
ENSP00000336528	31	1	66	Hs_ps1-2	L
ENSP00000336528	5	2	199	Hs_ps1-2	E
ENSP00000336528	134	2	199	Hs_ps1-2	H
ENSP00000336528	60	2	199	Hs_ps1-2	L
ENSP00000443189	7	1	62	Hs_ps1-2	E
ENSP00000443189	27	1	62	Hs_ps1-2	H
ENSP00000443189	28	1	62	Hs_ps1-2	L
Hs_rnd_gnm4_663508	22	1	100	Hs_rand	E
Hs_rnd_gnm4_663508	28	1	100	Hs_rand	H
Hs_rnd_gnm4_663508	50	1	100	Hs_rand	L
Hs_rnd_gnm1_1179004	17	1	71	Hs_rand	E
Hs_rnd_gnm1_1179004	9	1	71	Hs_rand	H
Hs_rnd_gnm1_1179004	45	1	71	Hs_rand	L
ENSP00000346130	8	1	77	Hs_ps13-17	E
ENSP00000346130	40	1	77	Hs_ps13-17	H
ENSP00000346130	29	1	77	Hs_ps13-17	L
Hs_rnd_gnm2_536605	11	1	57	Hs_rand	E
Hs_rnd_gnm2_536605	27	1	57	Hs_rand	H
Hs_rnd_gnm2_536605	19	1	57	Hs_rand	L
ENSP00000317128	15	1	82	Hs_ps1-2	E
ENSP00000317128	12	1	82	Hs_ps1-2	H
ENSP00000317128	55	1	82	Hs_ps1-2	L
ENSP00000317128	89	2	284	Hs_ps1-2	E
ENSP00000317128	28	2	284	Hs_ps1-2	H
ENSP00000317128	167	2	284	Hs_ps1-2	L
ENSP00000317128	53	3	94	Hs_ps1-2	E
ENSP00000317128	3	3	94	Hs_ps1-2	H
ENSP00000317128	38	3	94	Hs_ps1-2	L
ENSP00000317128	3	4	3	Hs_ps1-2	E
ENSP00000317128	0	4	3	Hs_ps1-2	H
ENSP00000317128	0	4	3	Hs_ps1-2	L
ENSP00000317128	19	5	58	Hs_ps1-2	E
ENSP00000317128	0	5	58	Hs_ps1-2	H
ENSP00000317128	39	5	58	Hs_ps1-2	L
ENSP00000317128	143	6	362	Hs_ps1-2	E
ENSP00000317128	46	6	362	Hs_ps1-2	H
ENSP00000317128	173	6	362	Hs_ps1-2	L
ENSP00000317128	57	7	520	Hs_ps1-2	E
ENSP00000317128	251	7	520	Hs_ps1-2	H
ENSP00000317128	212	7	520	Hs_ps1-2	L
Hs_rnd_gnm4_1071493	37	1	65	Hs_rand	E
Hs_rnd_gnm4_1071493	3	1	65	Hs_rand	H
Hs_rnd_gnm4_1071493	25	1	65	Hs_rand	L
ENSP00000232607	84	1	480	Hs_ps1-2	E
ENSP00000232607	213	1	480	Hs_ps1-2	H
ENSP00000232607	183	1	480	Hs_ps1-2	L
Hs_rnd_gnm4_480170	17	1	50	Hs_rand	E
Hs_rnd_gnm4_480170	12	1	50	Hs_rand	H
Hs_rnd_gnm4_480170	21	1	50	Hs_rand	L
Hs_rnd_gnm10_1142063	14	1	52	Hs_rand	E
Hs_rnd_gnm10_1142063	17	1	52	Hs_rand	H
Hs_rnd_gnm10_1142063	21	1	52	Hs_rand	L
Hs_rnd_gnm10_1142063	38	2	244	Hs_rand	E
Hs_rnd_gnm10_1142063	78	2	244	Hs_rand	H
Hs_rnd_gnm10_1142063	128	2	244	Hs_rand	L
ENSP00000317123	15	1	205	Hs_ps1-2	E
ENSP00000317123	81	1	205	Hs_ps1-2	H
ENSP00000317123	109	1	205	Hs_ps1-2	L
ENSP00000317123	281	2	1872	Hs_ps1-2	E
ENSP00000317123	826	2	1872	Hs_ps1-2	H
ENSP00000317123	765	2	1872	Hs_ps1-2	L
None_protein698331	10	1	136	Hs_igen	E
None_protein698331	31	1	136	Hs_igen	H
None_protein698331	95	1	136	Hs_igen	L
ENSP00000333018	0	1	151	Hs_ps1-2	E
ENSP00000333018	121	1	151	Hs_ps1-2	H
ENSP00000333018	30	1	151	Hs_ps1-2	L
Hs_rnd_gnm1_795546	24	1	42	Hs_rand	E
Hs_rnd_gnm1_795546	0	1	42	Hs_rand	H
Hs_rnd_gnm1_795546	18	1	42	Hs_rand	L
ENSP00000357796	0	1	904	Hs_ps13-17	E
ENSP00000357796	55	1	904	Hs_ps13-17	H
ENSP00000357796	849	1	904	Hs_ps13-17	L
ENSP00000359557	0	1	146	Hs_ps1-2	E
ENSP00000359557	96	1	146	Hs_ps1-2	H
ENSP00000359557	50	1	146	Hs_ps1-2	L
ENSP00000357791	0	1	88	Hs_ps13-17	E
ENSP00000357791	63	1	88	Hs_ps13-17	H
ENSP00000357791	25	1	88	Hs_ps13-17	L
ENSP00000357791	5	2	6	Hs_ps13-17	E
ENSP00000357791	0	2	6	Hs_ps13-17	H
ENSP00000357791	1	2	6	Hs_ps13-17	L
ENSP00000301873	0	1	32	Hs_ps1-2	E
ENSP00000301873	14	1	32	Hs_ps1-2	H
ENSP00000301873	18	1	32	Hs_ps1-2	L
ENSP00000301873	4	2	4	Hs_ps1-2	E
ENSP00000301873	0	2	4	Hs_ps1-2	H
ENSP00000301873	0	2	4	Hs_ps1-2	L
ENSP00000301873	2	3	2	Hs_ps1-2	E
ENSP00000301873	0	3	2	Hs_ps1-2	H
ENSP00000301873	0	3	2	Hs_ps1-2	L
ENSP00000301873	3	4	3	Hs_ps1-2	E
ENSP00000301873	0	4	3	Hs_ps1-2	H
ENSP00000301873	0	4	3	Hs_ps1-2	L
ENSP00000301873	3	5	3	Hs_ps1-2	E
ENSP00000301873	0	5	3	Hs_ps1-2	H
ENSP00000301873	0	5	3	Hs_ps1-2	L
ENSP00000301873	3	6	3	Hs_ps1-2	E
ENSP00000301873	0	6	3	Hs_ps1-2	H
ENSP00000301873	0	6	3	Hs_ps1-2	L
ENSP00000301873	6	7	32	Hs_ps1-2	E
ENSP00000301873	0	7	32	Hs_ps1-2	H
ENSP00000301873	26	7	32	Hs_ps1-2	L
Hs_rnd_gnm6_101665	25	1	45	Hs_rand	E
Hs_rnd_gnm6_101665	6	1	45	Hs_rand	H
Hs_rnd_gnm6_101665	14	1	45	Hs_rand	L
ENSP00000384370	23	1	342	Hs_ps1-2	E
ENSP00000384370	216	1	342	Hs_ps1-2	H
ENSP00000384370	103	1	342	Hs_ps1-2	L
ENSP00000319977	46	1	278	Hs_ps1-2	E
ENSP00000319977	120	1	278	Hs_ps1-2	H
ENSP00000319977	112	1	278	Hs_ps1-2	L
ENSP00000319977	4	2	6	Hs_ps1-2	E
ENSP00000319977	0	2	6	Hs_ps1-2	H
ENSP00000319977	2	2	6	Hs_ps1-2	L
ENSP00000379580	109	1	305	Hs_ps13-17	E
ENSP00000379580	19	1	305	Hs_ps13-17	H
ENSP00000379580	177	1	305	Hs_ps13-17	L
ENSP00000379580	17	2	80	Hs_ps13-17	E
ENSP00000379580	0	2	80	Hs_ps13-17	H
ENSP00000379580	63	2	80	Hs_ps13-17	L
None_protein1196299	69	1	142	Hs_igen	E
None_protein1196299	3	1	142	Hs_igen	H
None_protein1196299	70	1	142	Hs_igen	L
None_protein1136269	6	1	56	Hs_igen	E
None_protein1136269	18	1	56	Hs_igen	H
None_protein1136269	32	1	56	Hs_igen	L
None_protein508891	23	1	125	Hs_igen	E
None_protein508891	42	1	125	Hs_igen	H
None_protein508891	60	1	125	Hs_igen	L
Hs_rnd_gnm7_218148	24	1	43	Hs_rand	E
Hs_rnd_gnm7_218148	0	1	43	Hs_rand	H
Hs_rnd_gnm7_218148	19	1	43	Hs_rand	L
ENSP00000332359	0	1	227	Hs_ps20-21	E
ENSP00000332359	0	1	227	Hs_ps20-21	H
ENSP00000332359	227	1	227	Hs_ps20-21	L
ENSP00000366032	24	1	195	Hs_ps1-2	E
ENSP00000366032	117	1	195	Hs_ps1-2	H
ENSP00000366032	54	1	195	Hs_ps1-2	L
ENSP00000332602	20	1	59	Hs_ps13-17	E
ENSP00000332602	17	1	59	Hs_ps13-17	H
ENSP00000332602	22	1	59	Hs_ps13-17	L
Hs_rnd_gnm1_1178353	15	1	73	Hs_rand	E
Hs_rnd_gnm1_1178353	24	1	73	Hs_rand	H
Hs_rnd_gnm1_1178353	34	1	73	Hs_rand	L
Hs_rnd_gnm2_48260	16	1	45	Hs_rand	E
Hs_rnd_gnm2_48260	14	1	45	Hs_rand	H
Hs_rnd_gnm2_48260	15	1	45	Hs_rand	L
None_protein1065739	10	1	44	Hs_igen	E
None_protein1065739	18	1	44	Hs_igen	H
None_protein1065739	16	1	44	Hs_igen	L
ENSP00000333724	61	1	312	Hs_ps1-2	E
ENSP00000333724	164	1	312	Hs_ps1-2	H
ENSP00000333724	87	1	312	Hs_ps1-2	L
Hs_rnd_gnm4_1146021	4	1	57	Hs_rand	E
Hs_rnd_gnm4_1146021	23	1	57	Hs_rand	H
Hs_rnd_gnm4_1146021	30	1	57	Hs_rand	L
Hs_rnd_gnm4_641945	38	1	73	Hs_rand	E
Hs_rnd_gnm4_641945	9	1	73	Hs_rand	H
Hs_rnd_gnm4_641945	26	1	73	Hs_rand	L
Hs_rnd_gnm9_1180723	14	1	53	Hs_rand	E
Hs_rnd_gnm9_1180723	4	1	53	Hs_rand	H
Hs_rnd_gnm9_1180723	35	1	53	Hs_rand	L
Hs_rnd_gnm6_722093	24	1	67	Hs_rand	E
Hs_rnd_gnm6_722093	15	1	67	Hs_rand	H
Hs_rnd_gnm6_722093	28	1	67	Hs_rand	L
ENSP00000411940	0	1	189	Hs_ps1-2	E
ENSP00000411940	133	1	189	Hs_ps1-2	H
ENSP00000411940	56	1	189	Hs_ps1-2	L
Hs_rnd_gnm7_326989	34	1	52	Hs_rand	E
Hs_rnd_gnm7_326989	0	1	52	Hs_rand	H
Hs_rnd_gnm7_326989	18	1	52	Hs_rand	L
None_protein174120	4	1	70	Hs_igen	E
None_protein174120	29	1	70	Hs_igen	H
None_protein174120	37	1	70	Hs_igen	L
ENSP00000263851	20	1	177	Hs_ps13-17	E
ENSP00000263851	84	1	177	Hs_ps13-17	H
ENSP00000263851	73	1	177	Hs_ps13-17	L
ENSP00000362869	85	1	161	Hs_ps1-2	E
ENSP00000362869	0	1	161	Hs_ps1-2	H
ENSP00000362869	76	1	161	Hs_ps1-2	L
ENSP00000404375	45	1	142	Hs_ps1-2	E
ENSP00000404375	14	1	142	Hs_ps1-2	H
ENSP00000404375	83	1	142	Hs_ps1-2	L
ENSP00000304429	20	1	113	Hs_ps1-2	E
ENSP00000304429	40	1	113	Hs_ps1-2	H
ENSP00000304429	53	1	113	Hs_ps1-2	L
ENSP00000304429	0	2	204	Hs_ps1-2	E
ENSP00000304429	190	2	204	Hs_ps1-2	H
ENSP00000304429	14	2	204	Hs_ps1-2	L
ENSP00000293414	0	1	453	Hs_ps1-2	E
ENSP00000293414	230	1	453	Hs_ps1-2	H
ENSP00000293414	223	1	453	Hs_ps1-2	L
ENSP00000258080	121	1	357	Hs_ps1-2	E
ENSP00000258080	54	1	357	Hs_ps1-2	H
ENSP00000258080	182	1	357	Hs_ps1-2	L
Hs_rnd_gnm6_367459	15	1	45	Hs_rand	E
Hs_rnd_gnm6_367459	20	1	45	Hs_rand	H
Hs_rnd_gnm6_367459	10	1	45	Hs_rand	L
None_protein933546	4	1	54	Hs_igen	E
None_protein933546	20	1	54	Hs_igen	H
None_protein933546	30	1	54	Hs_igen	L
None_protein339208	0	1	9	Hs_igen	E
None_protein339208	7	1	9	Hs_igen	H
None_protein339208	2	1	9	Hs_igen	L
None_protein339208	3	2	42	Hs_igen	E
None_protein339208	21	2	42	Hs_igen	H
None_protein339208	18	2	42	Hs_igen	L
hsa_00333274_1	21	1	65	Hs_ps31	E
hsa_00333274_1	24	1	65	Hs_ps31	H
hsa_00333274_1	20	1	65	Hs_ps31	L
Hs_rnd_gnm2_1082698	12	1	64	Hs_rand	E
Hs_rnd_gnm2_1082698	4	1	64	Hs_rand	H
Hs_rnd_gnm2_1082698	48	1	64	Hs_rand	L
ENSP00000297579	302	1	597	Hs_ps1-2	E
ENSP00000297579	4	1	597	Hs_ps1-2	H
ENSP00000297579	291	1	597	Hs_ps1-2	L
None_protein124555	8	1	12	Hs_igen	E
None_protein124555	0	1	12	Hs_igen	H
None_protein124555	4	1	12	Hs_igen	L
None_protein124555	5	2	36	Hs_igen	E
None_protein124555	28	2	36	Hs_igen	H
None_protein124555	3	2	36	Hs_igen	L
ENSP00000355797	0	1	125	Hs_ps13-17	E
ENSP00000355797	121	1	125	Hs_ps13-17	H
ENSP00000355797	4	1	125	Hs_ps13-17	L
ENSP00000355797	9	2	53	Hs_ps13-17	E
ENSP00000355797	0	2	53	Hs_ps13-17	H
ENSP00000355797	44	2	53	Hs_ps13-17	L
ENSP00000297574	2	1	28	Hs_ps13-17	E
ENSP00000297574	0	1	28	Hs_ps13-17	H
ENSP00000297574	26	1	28	Hs_ps13-17	L
ENSP00000297574	6	2	25	Hs_ps13-17	E
ENSP00000297574	3	2	25	Hs_ps13-17	H
ENSP00000297574	16	2	25	Hs_ps13-17	L
vdp2013_S4_906	2	1	60	Hs_ps31	E
vdp2013_S4_906	46	1	60	Hs_ps31	H
vdp2013_S4_906	12	1	60	Hs_ps31	L
ENSP00000253792	92	1	438	Hs_ps1-2	E
ENSP00000253792	173	1	438	Hs_ps1-2	H
ENSP00000253792	173	1	438	Hs_ps1-2	L
ENSP00000253792	100	2	612	Hs_ps1-2	E
ENSP00000253792	236	2	612	Hs_ps1-2	H
ENSP00000253792	276	2	612	Hs_ps1-2	L
ENSP00000376472	49	1	705	Hs_ps1-2	E
ENSP00000376472	415	1	705	Hs_ps1-2	H
ENSP00000376472	241	1	705	Hs_ps1-2	L
ENSP00000253794	29	1	176	Hs_ps1-2	E
ENSP00000253794	65	1	176	Hs_ps1-2	H
ENSP00000253794	82	1	176	Hs_ps1-2	L
ENSP00000359978	17	1	121	Hs_ps20-21	E
ENSP00000359978	42	1	121	Hs_ps20-21	H
ENSP00000359978	62	1	121	Hs_ps20-21	L
ENSP00000479879	17	1	544	Hs_ps1-2	E
ENSP00000479879	341	1	544	Hs_ps1-2	H
ENSP00000479879	186	1	544	Hs_ps1-2	L
ENSP00000479879	0	2	90	Hs_ps1-2	E
ENSP00000479879	6	2	90	Hs_ps1-2	H
ENSP00000479879	84	2	90	Hs_ps1-2	L
ENSP00000439689	5	1	21	Hs_ps1-2	E
ENSP00000439689	0	1	21	Hs_ps1-2	H
ENSP00000439689	16	1	21	Hs_ps1-2	L
ENSP00000439689	15	2	137	Hs_ps1-2	E
ENSP00000439689	65	2	137	Hs_ps1-2	H
ENSP00000439689	57	2	137	Hs_ps1-2	L
ENSP00000439689	4	3	38	Hs_ps1-2	E
ENSP00000439689	31	3	38	Hs_ps1-2	H
ENSP00000439689	3	3	38	Hs_ps1-2	L
ENSP00000439689	0	4	37	Hs_ps1-2	E
ENSP00000439689	7	4	37	Hs_ps1-2	H
ENSP00000439689	30	4	37	Hs_ps1-2	L
ENSP00000216367	58	1	240	Hs_ps1-2	E
ENSP00000216367	69	1	240	Hs_ps1-2	H
ENSP00000216367	113	1	240	Hs_ps1-2	L
ENSP00000216367	55	2	243	Hs_ps1-2	E
ENSP00000216367	64	2	243	Hs_ps1-2	H
ENSP00000216367	124	2	243	Hs_ps1-2	L
Hs_rnd_gnm3_340111	17	1	70	Hs_rand	E
Hs_rnd_gnm3_340111	34	1	70	Hs_rand	H
Hs_rnd_gnm3_340111	19	1	70	Hs_rand	L
Raj_Hs_2311	35	1	110	Hs_ps31	E
Raj_Hs_2311	20	1	110	Hs_ps31	H
Raj_Hs_2311	55	1	110	Hs_ps31	L
ENSP00000352219	84	1	419	Hs_ps1-2	E
ENSP00000352219	179	1	419	Hs_ps1-2	H
ENSP00000352219	156	1	419	Hs_ps1-2	L
None_protein1218673	28	1	72	Hs_igen	E
None_protein1218673	8	1	72	Hs_igen	H
None_protein1218673	36	1	72	Hs_igen	L
ENSP00000255226	0	1	22	Hs_ps1-2	E
ENSP00000255226	6	1	22	Hs_ps1-2	H
ENSP00000255226	16	1	22	Hs_ps1-2	L
ENSP00000255226	39	2	859	Hs_ps1-2	E
ENSP00000255226	542	2	859	Hs_ps1-2	H
ENSP00000255226	278	2	859	Hs_ps1-2	L
ENSP00000352216	58	1	541	Hs_ps1-2	E
ENSP00000352216	339	1	541	Hs_ps1-2	H
ENSP00000352216	144	1	541	Hs_ps1-2	L
Hs_rnd_gnm4_640019	0	1	41	Hs_rand	E
Hs_rnd_gnm4_640019	23	1	41	Hs_rand	H
Hs_rnd_gnm4_640019	18	1	41	Hs_rand	L
