protein	group	loop_length
ENSP00000367911	pfam	0
ENSP00000367911	pfam_whole	0
ENSP00000325564	pfam	16
ENSP00000325564	pfam_whole	19
ENSP00000373370	pfam	11
ENSP00000373370	pfam_whole	11
ENSP00000357791	pfam	11
ENSP00000357791	pfam_whole	2756
ENSP00000357796	pfam	10
ENSP00000357796	pfam_whole	10
ENSP00000329008	pfam	8
ENSP00000329008	pfam_whole	9
ENSP00000357712	pfam	8
ENSP00000357712	pfam_whole	9
ENSP00000357714	pfam	8
ENSP00000357714	pfam_whole	9
ENSP00000350990	pfam	59
ENSP00000350990	pfam_whole	59
ENSP00000240687	pfam	22
ENSP00000240687	pfam_whole	22
ENSP00000240691	pfam	18
ENSP00000240691	pfam_whole	18
ENSP00000247879	pfam	21
ENSP00000247879	pfam_whole	21
ENSP00000240619	pfam	11
ENSP00000240619	pfam_whole	11
ENSP00000240615	pfam	22
ENSP00000240615	pfam_whole	22
ENSP00000375095	pfam	10
ENSP00000375095	pfam_whole	10
ENSP00000441949	pfam	18
ENSP00000441949	pfam_whole	18
ENSP00000247881	pfam	20
ENSP00000247881	pfam_whole	20
ENSP00000247883	pfam	12
ENSP00000247883	pfam_whole	12
ENSP00000371932	pfam	21
ENSP00000371932	pfam_whole	21
ENSP00000431719	pfam	9
ENSP00000431719	pfam_whole	9
ENSP00000436450	pfam	9
ENSP00000436450	pfam_whole	9
ENSP00000249284	pfam	19
ENSP00000249284	pfam_whole	19
ENSP00000375093	pfam	10
ENSP00000375093	pfam_whole	10
ENSP00000444736	pfam	10
ENSP00000444736	pfam_whole	10
ENSP00000386201	pfam	22
ENSP00000386201	pfam_whole	22
ENSP00000441624	pfam	10
ENSP00000441624	pfam_whole	10
ENSP00000375091	pfam	17
ENSP00000375091	pfam_whole	17
ENSP00000424040	pfam	20
ENSP00000424040	pfam_whole	20
ENSP00000334050	pfam	20
ENSP00000334050	pfam_whole	20
ENSP00000386210	pfam	21
ENSP00000386210	pfam_whole	21
ENSP00000405095	pfam	20
ENSP00000405095	pfam_whole	20
ENSP00000327724	pfam	23
ENSP00000327724	pfam_whole	23
ENSP00000448219	pfam	23
ENSP00000448219	pfam_whole	23
ENSP00000343223	pfam	20
ENSP00000343223	pfam_whole	20
ENSP00000385036	pfam	21
ENSP00000385036	pfam_whole	21
ENSP00000355058	pfam	20
ENSP00000355058	pfam_whole	20
ENSP00000280358	pfam	1
ENSP00000280358	pfam_whole	1
ENSP00000283547	pfam	13
ENSP00000283547	pfam_whole	52
ENSP00000455854	pfam	4
ENSP00000455854	pfam_whole	6
ENSP00000275767	pfam	14
ENSP00000275767	pfam_whole	14
ENSP00000371364	pfam	31
ENSP00000371364	pfam_whole	31
ENSP00000296776	pfam	41
ENSP00000296776	pfam_whole	41
ENSP00000291934	pfam	21
ENSP00000291934	pfam_whole	21
ENSP00000279396	pfam	11
ENSP00000279396	pfam_whole	32
ENSP00000279396	pfam	6
ENSP00000279396	pfam_whole	32
ENSP00000388684	pfam	91
ENSP00000388684	pfam_whole	91
ENSP00000388684	pfam	9
ENSP00000388684	pfam_whole	91
ENSP00000366528	pfam	57
ENSP00000366528	pfam_whole	57
ENSP00000264728	pfam	2
ENSP00000264728	pfam_whole	126
ENSP00000371348	pfam	46
ENSP00000371348	pfam_whole	46
ENSP00000360315	pfam	45
ENSP00000360315	pfam_whole	45
ENSP00000374632	pfam	14
ENSP00000374632	pfam_whole	19
ENSP00000223795	pfam	15
ENSP00000223795	pfam_whole	21
ENSP00000245817	pfam	17
ENSP00000245817	pfam_whole	39
ENSP00000246515	pfam	20
ENSP00000246515	pfam_whole	20
ENSP00000352163	pfam	21
ENSP00000352163	pfam_whole	21
ENSP00000361811	pfam	80
ENSP00000361811	pfam_whole	80
ENSP00000367028	pfam	0
ENSP00000367028	pfam_whole	0
ENSP00000367028	pfam	0
ENSP00000367028	pfam_whole	0
ENSP00000367028	pfam	0
ENSP00000367028	pfam_whole	0
ENSP00000367028	pfam	0
ENSP00000367028	pfam_whole	0
ENSP00000348996	pfam	44
ENSP00000348996	pfam_whole	44
ENSP00000246801	pfam	0
ENSP00000246801	pfam_whole	0
ENSP00000367952	pfam	16
ENSP00000367952	pfam_whole	16
ENSP00000339328	pfam	22
ENSP00000339328	pfam_whole	43
ENSP00000339328	pfam	22
ENSP00000339328	pfam_whole	43
ENSP00000244333	pfam	22
ENSP00000244333	pfam_whole	120
ENSP00000244333	pfam	18
ENSP00000244333	pfam_whole	120
ENSP00000367185	pfam	17
ENSP00000367185	pfam_whole	60
ENSP00000479240	pfam	20
ENSP00000479240	pfam_whole	39
ENSP00000479240	pfam	7
ENSP00000479240	pfam_whole	39
ENSP00000246515	pfam	20
ENSP00000246515	pfam_whole	20
ENSP00000312774	pfam	14
ENSP00000312774	pfam_whole	16
ENSP00000352163	pfam	21
ENSP00000352163	pfam_whole	21
ENSP00000480053	pfam	19
ENSP00000480053	pfam_whole	47
ENSP00000054668	pfam	0
ENSP00000054668	pfam_whole	23
ENSP00000340526	pfam	0
ENSP00000340526	pfam_whole	20
ENSP00000344545	pfam	4
ENSP00000344545	pfam_whole	9
ENSP00000471646	pfam	4
ENSP00000471646	pfam_whole	9
ENSP00000296694	pfam	4
ENSP00000296694	pfam_whole	21
ENSP00000454437	pfam	9
ENSP00000454437	pfam_whole	13
ENSP00000274532	pfam	12
ENSP00000274532	pfam_whole	201
ENSP00000335062	pfam	10
ENSP00000335062	pfam_whole	29
ENSP00000349971	pfam	15
ENSP00000349971	pfam_whole	20
ENSP00000312027	pfam	13
ENSP00000312027	pfam_whole	24
ENSP00000469421	pfam	15
ENSP00000469421	pfam_whole	15
ENSP00000428524	pfam	11
ENSP00000428524	pfam_whole	171
ENSP00000473018	pfam	15
ENSP00000473018	pfam_whole	31
ENSP00000465688	pfam	13
ENSP00000465688	pfam_whole	63
ENSP00000362205	pfam	14
ENSP00000362205	pfam_whole	44
ENSP00000384887	pfam	17
ENSP00000384887	pfam_whole	52
ENSP00000342156	pfam	20
ENSP00000342156	pfam_whole	21
ENSP00000319476	pfam	12
ENSP00000319476	pfam_whole	12
ENSP00000355361	pfam	18
ENSP00000355361	pfam_whole	18
ENSP00000361871	pfam	6
ENSP00000361871	pfam_whole	40
ENSP00000357917	pfam	37
ENSP00000357917	pfam_whole	37
ENSP00000366050	pfam	0
ENSP00000366050	pfam_whole	0
ENSP00000315615	pfam	0
ENSP00000315615	pfam_whole	0
ENSP00000321370	pfam	11
ENSP00000321370	pfam_whole	33
ENSP00000255198	pfam	14
ENSP00000255198	pfam_whole	21
ENSP00000490456	pfam	22
ENSP00000490456	pfam_whole	40
ENSP00000490456	pfam	22
ENSP00000490456	pfam_whole	40
ENSP00000490456	pfam	22
ENSP00000490456	pfam_whole	40
ENSP00000457962	pfam	23
ENSP00000457962	pfam_whole	56
ENSP00000363055	pfam	0
ENSP00000363055	pfam_whole	0
ENSP00000261811	pfam	0
ENSP00000261811	pfam_whole	0
ENSP00000298966	pfam	2
ENSP00000298966	pfam_whole	2
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000375151	pfam	0
ENSP00000375151	pfam_whole	0
ENSP00000411198	pfam	0
ENSP00000411198	pfam_whole	0
ENSP00000411198	pfam	0
ENSP00000411198	pfam_whole	0
ENSP00000481216	pfam	0
ENSP00000481216	pfam_whole	0
ENSP00000481216	pfam	0
ENSP00000481216	pfam_whole	0
ENSP00000481216	pfam	0
ENSP00000481216	pfam_whole	0
ENSP00000382590	pfam	0
ENSP00000382590	pfam_whole	0
ENSP00000382590	pfam	0
ENSP00000382590	pfam_whole	0
ENSP00000381542	pfam	0
ENSP00000381542	pfam_whole	0
ENSP00000400041	pfam	0
ENSP00000400041	pfam_whole	0
ENSP00000382584	pfam	0
ENSP00000382584	pfam_whole	0
ENSP00000382584	pfam	0
ENSP00000382584	pfam_whole	0
ENSP00000334985	pfam	24
ENSP00000334985	pfam_whole	24
ENSP00000386376	pfam	31
ENSP00000386376	pfam_whole	38
ENSP00000334696	pfam	15
ENSP00000334696	pfam_whole	15
ENSP00000375108	pfam	23
ENSP00000375108	pfam_whole	23
ENSP00000372272	pfam	24
ENSP00000372272	pfam_whole	24
ENSP00000330746	pfam	23
ENSP00000330746	pfam_whole	23
ENSP00000335660	pfam	11
ENSP00000335660	pfam_whole	11
ENSP00000334287	pfam	66
ENSP00000334287	pfam_whole	66
ENSP00000375107	pfam	20
ENSP00000375107	pfam_whole	20
ENSP00000334560	pfam	15
ENSP00000334560	pfam_whole	15
ENSP00000335503	pfam	35
ENSP00000335503	pfam_whole	35
ENSP00000357778	pfam	0
ENSP00000357778	pfam_whole	0
ENSP00000357776	pfam	0
ENSP00000357776	pfam_whole	0
ENSP00000357768	pfam	0
ENSP00000357768	pfam_whole	0
ENSP00000357768	pfam	0
ENSP00000357768	pfam_whole	0
ENSP00000333952	pfam	0
ENSP00000333952	pfam_whole	0
ENSP00000335358	pfam	0
ENSP00000335358	pfam_whole	0
ENSP00000335006	pfam	0
ENSP00000335006	pfam_whole	0
ENSP00000357769	pfam	0
ENSP00000357769	pfam_whole	0
ENSP00000335223	pfam	17
ENSP00000335223	pfam_whole	17
ENSP00000357772	pfam	0
ENSP00000357772	pfam_whole	0
ENSP00000357773	pfam	0
ENSP00000357773	pfam_whole	0
ENSP00000357760	pfam	0
ENSP00000357760	pfam_whole	6
ENSP00000357760	pfam	6
ENSP00000357760	pfam_whole	6
ENSP00000353203	pfam	0
ENSP00000353203	pfam_whole	0
ENSP00000353203	pfam	0
ENSP00000353203	pfam_whole	0
ENSP00000334187	pfam	0
ENSP00000334187	pfam_whole	0
ENSP00000334187	pfam	0
ENSP00000334187	pfam_whole	0
ENSP00000475270	pfam	0
ENSP00000475270	pfam_whole	42
ENSP00000475270	pfam	0
ENSP00000475270	pfam_whole	42
ENSP00000316737	pfam	5
ENSP00000316737	pfam_whole	5
ENSP00000334869	pfam	7
ENSP00000334869	pfam_whole	7
ENSP00000357731	pfam	0
ENSP00000357731	pfam_whole	0
ENSP00000290705	pfam	0
ENSP00000290705	pfam_whole	0
ENSP00000476141	pfam	6
ENSP00000476141	pfam_whole	6
ENSP00000456835	pfam	0
ENSP00000456835	pfam_whole	7
ENSP00000456056	pfam	0
ENSP00000456056	pfam_whole	0
ENSP00000457114	pfam	0
ENSP00000457114	pfam_whole	4
ENSP00000357779	pfam	0
ENSP00000357779	pfam_whole	0
ENSP00000346536	pfam	14
ENSP00000346536	pfam_whole	14
ENSP00000374013	pfam	0
ENSP00000374013	pfam_whole	0
ENSP00000374013	pfam	0
ENSP00000374013	pfam_whole	0
ENSP00000374013	pfam	0
ENSP00000374013	pfam_whole	0
ENSP00000374013	pfam	0
ENSP00000374013	pfam_whole	0
ENSP00000442127	pfam	0
ENSP00000442127	pfam_whole	0
ENSP00000442127	pfam	0
ENSP00000442127	pfam_whole	0
ENSP00000442127	pfam	0
ENSP00000442127	pfam_whole	0
ENSP00000442127	pfam	0
ENSP00000442127	pfam_whole	0
ENSP00000442626	pfam	0
ENSP00000442626	pfam_whole	0
ENSP00000442626	pfam	0
ENSP00000442626	pfam_whole	0
ENSP00000442626	pfam	0
ENSP00000442626	pfam_whole	0
ENSP00000442626	pfam	0
ENSP00000442626	pfam_whole	0
ENSP00000442626	pfam	0
ENSP00000442626	pfam_whole	0
ENSP00000279575	pfam	0
ENSP00000279575	pfam_whole	0
ENSP00000279575	pfam	0
ENSP00000279575	pfam_whole	0
ENSP00000279575	pfam	0
ENSP00000279575	pfam_whole	0
ENSP00000310515	pfam	7
ENSP00000310515	pfam_whole	7
ENSP00000376423	pfam	0
ENSP00000376423	pfam_whole	0
ENSP00000357744	pfam	0
ENSP00000357744	pfam_whole	0
ENSP00000418193	pfam	0
ENSP00000418193	pfam_whole	0
ENSP00000357740	pfam	0
ENSP00000357740	pfam_whole	0
ENSP00000353542	pfam	0
ENSP00000353542	pfam_whole	0
ENSP00000357737	pfam	0
ENSP00000357737	pfam_whole	0
ENSP00000397843	pfam	3
ENSP00000397843	pfam_whole	3
ENSP00000491117	pfam	9
ENSP00000491117	pfam_whole	9
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370420	pfam	0
ENSP00000370420	pfam_whole	0
ENSP00000370447	pfam	0
ENSP00000370447	pfam_whole	0
ENSP00000370447	pfam	0
ENSP00000370447	pfam_whole	0
ENSP00000370447	pfam	0
ENSP00000370447	pfam_whole	0
ENSP00000370447	pfam	0
ENSP00000370447	pfam_whole	0
ENSP00000370479	pfam	0
ENSP00000370479	pfam_whole	0
ENSP00000370479	pfam	0
ENSP00000370479	pfam_whole	0
ENSP00000321309	pfam	0
ENSP00000321309	pfam_whole	0
ENSP00000250825	pfam	0
ENSP00000250825	pfam_whole	0
ENSP00000369371	pfam	37
ENSP00000369371	pfam_whole	49
ENSP00000364092	pfam	46
ENSP00000364092	pfam_whole	46
ENSP00000315915	pfam	154
ENSP00000315915	pfam_whole	154
ENSP00000364494	pfam	1
ENSP00000364494	pfam_whole	7
ENSP00000468236	pfam	3
ENSP00000468236	pfam_whole	19
ENSP00000367355	pfam	0
ENSP00000367355	pfam_whole	0
ENSP00000473361	pfam	0
ENSP00000473361	pfam_whole	17
ENSP00000291232	pfam	0
ENSP00000291232	pfam_whole	72
ENSP00000216115	pfam	24
ENSP00000216115	pfam_whole	24
ENSP00000243286	pfam	0
ENSP00000243286	pfam_whole	0
ENSP00000361859	pfam	0
ENSP00000361859	pfam_whole	0
ENSP00000361712	pfam	0
ENSP00000361712	pfam_whole	11
ENSP00000332359	pfam	0
ENSP00000332359	pfam_whole	0
ENSP00000361709	pfam	0
ENSP00000361709	pfam_whole	0
ENSP00000353093	pfam	3
ENSP00000353093	pfam_whole	3
ENSP00000329794	pfam	6
ENSP00000329794	pfam_whole	6
ENSP00000361745	pfam	7
ENSP00000361745	pfam_whole	7
ENSP00000328030	pfam	8
ENSP00000328030	pfam_whole	12
ENSP00000442521	pfam	45
ENSP00000442521	pfam_whole	45
ENSP00000361813	pfam	11
ENSP00000361813	pfam_whole	47
ENSP00000361718	pfam	15
ENSP00000361718	pfam_whole	15
ENSP00000361776	pfam	12
ENSP00000361776	pfam_whole	43
ENSP00000252593	pfam	0
ENSP00000252593	pfam_whole	14
ENSP00000341030	pfam	0
ENSP00000341030	pfam_whole	1
ENSP00000304822	pfam	2
ENSP00000304822	pfam_whole	32
ENSP00000366170	pfam	18
ENSP00000366170	pfam_whole	19
ENSP00000300182	pfam	26
ENSP00000300182	pfam_whole	26
ENSP00000492557	pfam	0
ENSP00000492557	pfam_whole	0
ENSP00000328336	pfam	0
ENSP00000328336	pfam_whole	0
ENSP00000353639	pfam	7
ENSP00000353639	pfam_whole	23
ENSP00000490418	pfam	0
ENSP00000490418	pfam_whole	0
ENSP00000340568	pfam	4
ENSP00000340568	pfam_whole	25
ENSP00000273610	pfam	4
ENSP00000273610	pfam_whole	51
ENSP00000408204	pfam	0
ENSP00000408204	pfam_whole	0
ENSP00000360360	pfam	1
ENSP00000360360	pfam_whole	1
ENSP00000488984	pfam	0
ENSP00000488984	pfam_whole	0
ENSP00000488984	pfam	0
ENSP00000488984	pfam_whole	0
ENSP00000492310	pfam	17
ENSP00000492310	pfam_whole	17
ENSP00000371682	pfam	37
ENSP00000371682	pfam_whole	37
ENSP00000363128	pfam	4
ENSP00000363128	pfam_whole	4
ENSP00000371644	pfam	6
ENSP00000371644	pfam_whole	6
ENSP00000329890	pfam	5
ENSP00000329890	pfam_whole	14
ENSP00000297435	pfam	3
ENSP00000297435	pfam_whole	23
ENSP00000297436	pfam	9
ENSP00000297436	pfam_whole	23
ENSP00000303532	pfam	9
ENSP00000303532	pfam_whole	14
ENSP00000371825	pfam	6
ENSP00000371825	pfam_whole	27
ENSP00000253381	pfam	7
ENSP00000253381	pfam_whole	23
ENSP00000371643	pfam	13
ENSP00000371643	pfam_whole	14
ENSP00000485031	pfam	9
ENSP00000485031	pfam_whole	9
ENSP00000417128	pfam	7
ENSP00000417128	pfam_whole	13
ENSP00000335382	pfam	13
ENSP00000335382	pfam_whole	27
ENSP00000360190	pfam	6
ENSP00000360190	pfam_whole	14
ENSP00000326309	pfam	4
ENSP00000326309	pfam_whole	27
ENSP00000485141	pfam	5
ENSP00000485141	pfam_whole	18
ENSP00000335538	pfam	5
ENSP00000335538	pfam_whole	13
ENSP00000365492	pfam	15
ENSP00000365492	pfam_whole	15
ENSP00000365486	pfam	5
ENSP00000365486	pfam_whole	7
ENSP00000312702	pfam	6
ENSP00000312702	pfam_whole	6
ENSP00000334681	pfam	8
ENSP00000334681	pfam_whole	8
ENSP00000383396	pfam	5
ENSP00000383396	pfam_whole	18
ENSP00000381703	pfam	6
ENSP00000381703	pfam_whole	10
ENSP00000319126	pfam	6
ENSP00000319126	pfam_whole	20
ENSP00000334364	pfam	12
ENSP00000334364	pfam_whole	12
ENSP00000371640	pfam	4
ENSP00000371640	pfam_whole	5
ENSP00000371813	pfam	4
ENSP00000371813	pfam_whole	26
ENSP00000246105	pfam	12
ENSP00000246105	pfam_whole	12
ENSP00000297435	pfam	23
ENSP00000297435	pfam_whole	23
ENSP00000329890	pfam	14
ENSP00000329890	pfam_whole	14
ENSP00000297436	pfam	23
ENSP00000297436	pfam_whole	23
ENSP00000396648	pfam	0
ENSP00000396648	pfam_whole	0
ENSP00000328768	pfam	0
ENSP00000328768	pfam_whole	0
ENSP00000372649	pfam	0
ENSP00000372649	pfam_whole	0
ENSP00000436580	pfam	151
ENSP00000436580	pfam_whole	151
ENSP00000367429	pfam	26
ENSP00000367429	pfam_whole	26
ENSP00000356700	pfam	45
ENSP00000356700	pfam_whole	45
ENSP00000315614	pfam	0
ENSP00000315614	pfam_whole	0
ENSP00000367189	pfam	7
ENSP00000367189	pfam_whole	7
ENSP00000315370	pfam	22
ENSP00000315370	pfam_whole	22
ENSP00000322640	pfam	0
ENSP00000322640	pfam_whole	1175
ENSP00000480355	pfam	0
ENSP00000480355	pfam_whole	0
ENSP00000402915	pfam	43
ENSP00000402915	pfam_whole	43
ENSP00000360166	pfam	0
ENSP00000360166	pfam_whole	0
ENSP00000332162	pfam	108
ENSP00000332162	pfam_whole	108
ENSP00000333041	pfam	0
ENSP00000333041	pfam_whole	0
ENSP00000361556	pfam	0
ENSP00000361556	pfam_whole	0
ENSP00000325508	pfam	54
ENSP00000325508	pfam_whole	54
ENSP00000489874	pfam	4
ENSP00000489874	pfam_whole	4
ENSP00000327732	pfam	24
ENSP00000327732	pfam_whole	24
ENSP00000361199	pfam	35
ENSP00000361199	pfam_whole	35
ENSP00000362133	pfam	0
ENSP00000362133	pfam_whole	0
ENSP00000455906	pfam	9
ENSP00000455906	pfam_whole	116
ENSP00000357892	pfam	9
ENSP00000357892	pfam_whole	9
ENSP00000357889	pfam	8
ENSP00000357889	pfam_whole	8
ENSP00000342790	pfam	2
ENSP00000342790	pfam_whole	2
ENSP00000322640	pfam	0
ENSP00000322640	pfam_whole	1175
ENSP00000459223	pfam	0
ENSP00000459223	pfam_whole	0
ENSP00000364089	pfam	0
ENSP00000364089	pfam_whole	0
ENSP00000303061	pfam	0
ENSP00000303061	pfam_whole	0
ENSP00000342240	pfam	0
ENSP00000342240	pfam_whole	0
ENSP00000286049	pfam	0
ENSP00000286049	pfam_whole	0
ENSP00000364110	pfam	0
ENSP00000364110	pfam_whole	0
ENSP00000289619	pfam	0
ENSP00000289619	pfam_whole	3
ENSP00000364107	pfam	0
ENSP00000364107	pfam_whole	0
ENSP00000218068	pfam	0
ENSP00000218068	pfam_whole	0
ENSP00000479362	pfam	0
ENSP00000479362	pfam_whole	0
ENSP00000310803	pfam	4
ENSP00000310803	pfam_whole	27
ENSP00000489180	pfam	7
ENSP00000489180	pfam_whole	32
ENSP00000257696	pfam	0
ENSP00000257696	pfam_whole	0
ENSP00000491740	pfam	6
ENSP00000491740	pfam_whole	6
ENSP00000176195	pfam	0
ENSP00000176195	pfam_whole	19
ENSP00000346283	pfam	0
ENSP00000346283	pfam_whole	0
ENSP00000376824	pfam	6
ENSP00000376824	pfam_whole	6
ENSP00000344860	pfam	23
ENSP00000344860	pfam_whole	23
ENSP00000366926	pfam	23
ENSP00000366926	pfam_whole	23
ENSP00000395219	pfam	23
ENSP00000395219	pfam_whole	23
ENSP00000415823	pfam	23
ENSP00000415823	pfam_whole	23
ENSP00000296870	pfam	15
ENSP00000296870	pfam_whole	20
ENSP00000366234	pfam	25
ENSP00000366234	pfam_whole	25
ENSP00000380099	pfam	18
ENSP00000380099	pfam_whole	18
ENSP00000301246	pfam	57
ENSP00000301246	pfam_whole	57
ENSP00000447679	pfam	0
ENSP00000447679	pfam_whole	0
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	1
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000357753	pfam	0
ENSP00000357753	pfam_whole	16
ENSP00000409373	pfam	0
ENSP00000409373	pfam_whole	0
ENSP00000409373	pfam	0
ENSP00000409373	pfam_whole	0
ENSP00000300961	pfam	0
ENSP00000300961	pfam_whole	0
ENSP00000274766	pfam	21
ENSP00000274766	pfam_whole	21
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000328444	pfam	0
ENSP00000328444	pfam_whole	0
ENSP00000375236	pfam	0
ENSP00000375236	pfam_whole	0
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000375234	pfam	0
ENSP00000375234	pfam_whole	0
ENSP00000377582	pfam	0
ENSP00000377582	pfam_whole	0
ENSP00000377582	pfam	0
ENSP00000377582	pfam_whole	0
ENSP00000377582	pfam	0
ENSP00000377582	pfam_whole	0
ENSP00000377582	pfam	0
ENSP00000377582	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000328270	pfam	0
ENSP00000328270	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000375232	pfam	0
ENSP00000375232	pfam_whole	0
ENSP00000340546	pfam	0
ENSP00000340546	pfam_whole	0
ENSP00000340546	pfam	0
ENSP00000340546	pfam_whole	0
ENSP00000340546	pfam	0
ENSP00000340546	pfam_whole	0
ENSP00000340546	pfam	0
ENSP00000340546	pfam_whole	0
ENSP00000476821	pfam	0
ENSP00000476821	pfam_whole	0
ENSP00000476821	pfam	0
ENSP00000476821	pfam_whole	0
ENSP00000476821	pfam	0
ENSP00000476821	pfam_whole	0
ENSP00000383226	pfam	0
ENSP00000383226	pfam_whole	0
ENSP00000383226	pfam	0
ENSP00000383226	pfam_whole	0
ENSP00000383226	pfam	0
ENSP00000383226	pfam_whole	0
ENSP00000383226	pfam	0
ENSP00000383226	pfam_whole	0
ENSP00000328444	pfam	0
ENSP00000328444	pfam_whole	0
ENSP00000328444	pfam	0
ENSP00000328444	pfam_whole	0
ENSP00000328444	pfam	0
ENSP00000328444	pfam_whole	0
ENSP00000328444	pfam	0
ENSP00000328444	pfam_whole	0
ENSP00000334197	pfam	0
ENSP00000334197	pfam_whole	0
ENSP00000334197	pfam	0
ENSP00000334197	pfam_whole	0
ENSP00000334197	pfam	0
ENSP00000334197	pfam_whole	0
ENSP00000334197	pfam	0
ENSP00000334197	pfam_whole	0
ENSP00000383223	pfam	0
ENSP00000383223	pfam_whole	0
ENSP00000383223	pfam	0
ENSP00000383223	pfam_whole	0
ENSP00000383223	pfam	0
ENSP00000383223	pfam_whole	0
ENSP00000383223	pfam	0
ENSP00000383223	pfam_whole	0
ENSP00000383223	pfam	0
ENSP00000383223	pfam_whole	0
ENSP00000375236	pfam	0
ENSP00000375236	pfam_whole	0
ENSP00000375236	pfam	0
ENSP00000375236	pfam_whole	0
ENSP00000375236	pfam	0
ENSP00000375236	pfam_whole	0
ENSP00000375479	pfam	0
